Company Name,Address,Phone,Website
Ashmore Investment Management Limited,61 Aldwych    London  WC2B 4AE UNITED KINGDOM , 44 02030776000 ,www.ashmoregroup.com
Investment Funds Direct Limited,Trimbridge House Trim Street   Bath Avon BA1 1HB UNITED KINGDOM , 44 01225787270 ,www.ascentric.co.uk
BARCLAYS INVESTMENT SOLUTIONS LIMITED,1 Churchill Place    London  E14 5HP UNITED KINGDOM , 44 02079773576 ,
Edison Investment Research Limited,280 High Holborn    London  WC1V 7EE UNITED KINGDOM , 44 02030775700 ,www.edisongroup.com
Seven Investment Management LLP,55 Bishopsgate    London  EC2N 3AS UNITED KINGDOM , 44 02077608777 ,www.7im.co.uk
M&G Alternatives Investment Management Limited,Governors House 5 Laurence Pountney Hill   London  EC4R 0HH UNITED KINGDOM , 44 2076264588 ,www.mandg.co.uk
Newton Investment Management Limited,160 Queen Victoria Street    London  EC4V 4LA UNITED KINGDOM , 44 2071639000 ,www.newtonIM.com
Tilney Investment Management Services Limited,6 Chesterfield Gardens    London  W1J 5BQ UNITED KINGDOM , 44 02071899999 ,www.tilney.co.uk
Stonehage Fleming Investment Management Limited,15 Suffolk Street    London  SW1Y 4HG UNITED KINGDOM , 44 2070365000 ,www.stonehagefleming.com
Elevation Investment Management Ltd,"Unit 1 Marlin Office Village, 1250 Chester Road Castle Vale  Birmingham West Midlands B35 7AZ UNITED KINGDOM ", 44 1214110488 ,http://www.elevation-im.co.uk/
Morgan Stanley Investment Management Limited,25 Cabot Square    London  E14 4QW UNITED KINGDOM , 44 02074258000 ,
City Financial Investment Company Limited,The First Floor 62 Queen Street   London  EC4R 1EB UNITED KINGDOM , 44 02074519600 ,http://www.cityfinancial.co.uk/
Walker Crips Investment Management Limited,Old Change House 128 Queen Victoria Street   London  EC4V 4BJ ENGLAND , 44 02031008000 ,www.wcgplc.co.uk
Abundance Investment Ltd,16 Linen House 253 Kilburn Lane   London  W10 4BQ UNITED KINGDOM , 44 2034758666 ,abundanceinvestment.com
MFM Investment Ltd,90-92 Pentonville Road   London  N1 9HS UNITED KINGDOM , 44 2037456990 ,www.moneyfarm.com
Threadneedle Investment Services Limited,Cannon Place 78 Cannon Street   London  EC4N 6AG UNITED KINGDOM , 44 02074645000 ,www.columbiathreadneedle.com
Nutmeg Saving and Investment Limited,Unit 201 Vox Studios 1-45 Durham Street  London  SE11 5JH UNITED KINGDOM , 44 2038175414 ,www.nutmeg.com
Smith & Williamson Investment Management LLP,25 Moorgate    London  EC2R 6AY UNITED KINGDOM , 44 02071314000 ,www.smithandwilliamson.com
Franklin Templeton Investment Management Limited,78 Cannon Street    London  EC4N 6HL UNITED KINGDOM , 44 2070738584 ,
Capula Investment Management LLP,7 Clarges Street    London  W1J 8AE UNITED KINGDOM , 44 02070710900 ,www.capulaglobal.com
Falcon Investment Management Ltd,10 Brick Street    London  W1J 7HQ UNITED KINGDOM , 44 2034571385 ,
SB Investment Advisers (UK) Limited,69 Grosvenor Street    London  W1K 3JP UNITED KINGDOM , +44 2076290431 ,
Starmark Investment Management Limited,Dawson House 5 Jewry Street   London  EC3N 2EX UNITED KINGDOM , 44 02039118200 ,www.starmark.biz
Protection and Investment Ltd,Chandlers House Ganders Business Park Main Road Kingsley Bordon Hampshire GU35 9LU UNITED KINGDOM , 44 01420470241 ,www.pil.uk.com
Royal Bank of Canada Investment Management (UK) Ltd,Riverbank House 2 Swan Lane   London  EC4R 3BF UNITED KINGDOM , 44 02076534000 ,
Central Markets Investment Management Limited,Warnford Court 29 Throgmorton St    London EC3N 2AT UNITED KINGDOM , 44 2072657978 ,www.centralmarkets-im.co.uk
Tilney Investment Management,Royal Liver Building Pier Head   Liverpool Merseyside L3 1NY UNITED KINGDOM , +44  2071899999 ,www.tilney.co.uk
Global Investment Strategy UK Ltd,2nd Floor 2 London Wall Buildings   London  EC2M 5PP UNITED KINGDOM , 44 2070489400 ,www.gisukltd.com
Portafina Investment Management Limited,"Affinity House Beaufort Court, Sir Thomas Longley Road Medway City Estate  Rochester Kent ME2 4FD UNITED KINGDOM ", 44 1634930600 ,http://www.portafina.co.uk/
Bath Investment & Building Society,15 Queen Square    Bath Avon BA1 2HN UNITED KINGDOM , 44 01225423271 ,
Bank House Investment Management Limited,Kings House 125 Promenade   Cheltenham Gloucestershire GL50 1NW UNITED KINGDOM , 44 7792894226 ,www.bhim.co.uk
Jarvis Investment Management Limited,78 Mount Ephraim    Tunbridge Wells Kent TN4 8BS UNITED KINGDOM , 44 01892510515 ,www.jarvisim.co.uk
Artemis Investment Management LLP,42 Melville Street    Edinburgh Midlothian EH3 7HA UNITED KINGDOM , 44 01317180407 ,
Insight Investment International Limited,BNY Mellon Centre 160 Queen Victoria Street   London  EC4V 4LA UNITED KINGDOM , 44 02071634000 ,www.insightinvestment.com
BNY Mellon Investment Management EMEA Limited,BNY Mellon Centre 160 Queen Victoria Street   London  EC4V 4LA UNITED KINGDOM , 44 02071635566 ,
USS Investment Management Limited,6th Floor 60 Threadneedle Street   London  EC2R 8HP UNITED KINGDOM , 44 02079720300 ,www.uss.co.uk
MS AMLIN INVESTMENT MANAGEMENT LIMITED,The Leadenhall Building 122 Leadenhall Street   London  EC3A 4AG UNITED KINGDOM , +44 0207746100 ,
Riverpark Investment & Financial Consultants Limited,Suite 3 (1-6) 4 Rogart Street   Glasgow Lanarkshire G40 2AA UNITED KINGDOM , 44 01415543881 ,
Westerby Investment Management Limited,15 Andover Street    Leicester Leicestershire LE2 0JA UNITED KINGDOM , 44 01162470304 ,
Fair Investment Company Limited,20 The Mall    Bristol Avon BS8 4DR UNITED KINGDOM , 44 1179335506 ,www.fairinvestment.co.uk
Waverton Investment Management Limited,16 Babmaes Street    London  SW1Y 6AH UNITED KINGDOM , 44 2074847484 ,www.waverton.co.uk
Swiss Investment Corporation Limited,Beaufort Court Admirals Way   London  E14 9XL UNITED KINGDOM , 44 02077127777 ,www.swissinvest.biz
Alexander Beard Investment Management Limited,"Unit 14/16 Rossmore Business Village, Inward Way   Ellesmere Port Merseyside CH65 3EY UNITED KINGDOM ", 44 1513465460 ,www.abg.net
KW Investment Management Limited,13 Austin Friars    London  EC2N 2HE UNITED KINGDOM , 44 02072030730 ,www.kw-wealth.com
Insight Investment Funds Management Ltd,160 Queen Victoria St    London  EC4V 4LA UNITED KINGDOM , 44 02071634000 ,www.insightinvestment.com
Tatton Investment Management Limited,8th Floor 125 Old Broad Street   London  EC2N 1AR UNITED KINGDOM , 44 2071902968 ,http://www.tattoninvestments.com/
Courtiers Investment Services Limited,18 Hart Street    Henley-on-Thames Oxfordshire RG9 2AU UNITED KINGDOM , 44 01491578368 ,www.courtiers.co.uk
Momentum Global Investment Management Limited,2nd floor The Rex Building 62 Queen Street  London  EC4R 1EB UNITED KINGDOM , 44 2074897223 ,www.momentumgim.co.uk
Triple Point Investment Management LLP,1 King William Street    London  EC4N 7AF UNITED KINGDOM , 44 02072018989 ,www.triplepoint.co.uk
Central Investment Services (Scotland) Limited,33 Albyn Place    Aberdeen  AB10 1YL UNITED KINGDOM , 44 01224657000 ,www.centralinvestment.co.uk
PSigma Investment Management Limited,11 Strand    London  WC2N 5HR UNITED KINGDOM , 44 02033275000 ,www.psigma.com
Securis Investment Partners LLP,12th Floor 110 Bishopsgate   London  EC2N 4AY UNITED KINGDOM , 44 02078473700 ,www.securisinvestments.com
Tesco Pension Investment Limited,125 Finsbury Pavement    London  EC2A 1NQ UNITED KINGDOM , 44 2077864480 ,
AEGON Investment Solutions Limited,Edinburgh Park 1 Lochside Crescent   Edinburgh Midlothian EH12 9SE SCOTLAND , 44 8706000337 ,-
Alder Investment Management Ltd,1 King's Arms Yard    London  EC2R 7AF UNITED KINGDOM , 44 02076016200 ,
Investment Solutions Wealth Management Limited,Grafton House 26 Grafton Road   Worthing West Sussex BN11 1QT UNITED KINGDOM , 44 01903214640 ,-
Equitix Investment Management Limited,Welken House 10-11 Charterhouse Square   London  EC1M 6EH UNITED KINGDOM , 44 02072507333 ,www.equitix.co.uk
MAVORS Investment Managers LLP,1 Vine Street    London  W1J 0AH UNITED KINGDOM , 44 02072927020 ,http://www.mavorsinvest.com/
School Fees Investment Advisers Limited,27 Moorbridge Road    Maidenhead Berkshire SL6 8LT UNITED KINGDOM , 44 1628566777 ,
ARDIAN INVESTMENT UK LIMITED,1 Grafton St    London  W1S 4FE UNITED KINGDOM , 44 02071544324 ,www.ardian.com
Dentons Investment Services Ltd,Sutton House Weyside Park Catteshall Lane  Godalming Surrey GU7 1XE UNITED KINGDOM , 44 01483521521 ,www.dentonspensions.co.uk
CM Investment Solutions Limited,Bank of America Merrill Lynch Merrill Lynch Financial Centre 2 King Edward Street  London  EC1A 1HQ UNITED KINGDOM , +44 2079968617 ,
Vermeer Investment Management Ltd,130 Jermyn Street    London  SW1Y 4UR UNITED KINGDOM , 44 2071235200 ,
Medical & Professional Investment LLP,1 Heol Mostyn Village Farm Industrial Estate Pyle  Bridgend Mid Glamorgan CF33 6BJ UNITED KINGDOM , 44 1656749902 ,
Aberdeen Investment Solutions Limited,Bow Bells House 1 Bread Street   London  EC4M 9HH UNITED KINGDOM , +44 02074636000 ,www.aberdeenstandard.com
Wessex Investment Management Limited,Unit 6 The Wincombe Centre Wincombe Business Park  Shaftesbury  SP7 9QJ UNITED KINGDOM , 44 1747859411 ,www.wessexim.co.uk
Herald Investment Management Limited,10/11 Charterhouse Square    London  EC1M 6EE UNITED KINGDOM , 44 02075536300 ,www.heralduk.com
Makuria Investment Management (UK) LLP,The Adelphi 1-11 John Adam Street   London  WC2N 6HT UNITED KINGDOM , 44 02070821400 ,
Tilney Discretionary Investment Management Limited,The Observatory Western Road   Bracknell Berkshire RG12 1TL UNITED KINGDOM , +44 01344828000 ,www.tilney.co.uk
CCLA Investment Management Ltd,Senator House 85 Queen Victoria Street   London  EC4V 4ET UNITED KINGDOM , 44 2074896000 ,www.ccla.co.uk
Nomura Alternative Investment Management (Europe) Limited,1 Angel Lane    London  EC4R 3AB UNITED KINGDOM , 44 02071021000 ,-
Martin Currie Investment Management Ltd,Saltire Court 20 Castle Terrace   Edinburgh Midlothian EH1 2ES UNITED KINGDOM , 44 01312295920 ,
Blackmoor Investment Partners Limited,Mezzanine 1st Floor 35 Dover Street   London  W1S 4NQ UNITED KINGDOM , 44 2089483523 ,
Tideway Investment Partners LLP,Thomas House 84 Eccleston Square   London  SW1V 1PX UNITED KINGDOM , +44 02031436100 ,www.tidewayinvestment.co.uk
Birchwood Investment Management Limited,8 Prospect Place    Welwyn Hertfordshire AL6 9EN UNITED KINGDOM , 44 1438840888 ,www.birchwoodinvestment.com
First State Investment Management (UK) Limited,23 St. Andrew Square    Edinburgh Midlothian EH2 1BB UNITED KINGDOM , 44 01314732200 ,www.firststate.co.uk
Morgan Stanley Investment Management (ACD) Limited,25 Cabot Square    London  E14 4QA UNITED KINGDOM , 44 02074258000 ,
JLT Investment Management Limited,Pynes Hill    Exeter Devon EX2 5TU UNITED KINGDOM , 44 01392356658 ,-
CVC Credit Partners Investment Management Limited,111 Strand    London  WC2R 0AG UNITED KINGDOM , +44 02074204200 ,www.cvc.com
Schroder Real Estate Investment Management Limited,1 London Wall Place    London  EC2Y 5AU UNITED KINGDOM , 44 02076586000 ,www.schroders.com
HPS Investment Partners (UK) LLP,"Devonshire House, 4th Floor 1 Mayfair Place   London  W1J 8AJ UNITED KINGDOM ", 44 02035786111 ,-
J.P. Morgan Investment Management Inc,60 Victoria Embankment    London  EC4Y 0JP UNITED KINGDOM , 44 0800727770 ,-
Ignis Investment Services Limited,6 St. Andrew Square    Edinburgh Midlothian EH2 2AH UNITED KINGDOM , 44 01312456600 ,www.aberdeenstandard.com
Morningstar Investment Management Europe Limited,1 Oliver's Yard    London  EC1Y 1HQ UNITED KINGDOM , 44 02031070000 ,
CBRE Global Investment Partners Limited,Third Floor One New Change   London  EC4M 9AF UNITED KINGDOM , 44 02078099000 ,www.cbreglobalinvestors.com
Generation Investment Management LLP,20 Air St    London  W1B 5AN UNITED KINGDOM , 44 02075344700 ,www.generationim.com
Beaufort Investment Management Ltd,Fourth Floor Front Suite Kingsgate 62 High Street Redhill Surrey RH1 1SH UNITED KINGDOM , 44 03452415347 ,www.thebeaufortinvestment.co.uk
Peregrine & Black Investment Management Limited,5th Floor Nightingale House 65 Curzon Street   London  W1J 8PE UNITED KINGDOM , 44 2037501801 ,peregrineblackim.com
Buck Consultants (Administration & Investment) Limited,160 Queen Victoria Street    London  EC4V 4AN UNITED KINGDOM , 44 02074291000 ,www.buckglobal.com
Adam & Company Investment Management Ltd,25 St Andrews Square    Edinburgh  EH2 1AF UNITED KINGDOM , 44 01312258484 ,www.adambank.com
FIL Investment Advisors (UK) Limited,Oakhill House 130 Tonbridge Road  Hildenborough Tonbridge  TN11 9DZ UNITED KINGDOM , 44 01732361144 ,www.fidelity.co.uk
CPN Investment Management LLP,All Saints Church West Pallant   Chichester West Sussex PO19 1TD UNITED KINGDOM , 44 01243780077 ,www.cpnim.com
Savills Investment Management LLP,33 Margaret Street    London  W1G 0JD UNITED KINGDOM , +44 2078774700 ,www.savillsim.com
QIC European Investment Services Limited,Level 9 Mid City Place 71 High Holborn Street   London  WC1V 6EA UNITED KINGDOM , 44 02070928200 ,
Mondrian Investment Partners Limited,5th Floor 10 Gresham Street   London  EC2V 7JD UNITED KINGDOM , 44 02074777000 ,www.mondrian.com
Investment and Tax Advisory Services Limited,Cedar House 3 Cedar Park Cobham Road  Wimborne Dorset BH21 7SB UNITED KINGDOM , 44 01202804513 ,www.wilcoxyoung.co.uk
Binary Capital Investment Management Ltd,3 Hill Street    London  W1J 5LB UNITED KINGDOM , 44 2039435080 ,binarycapital.co.uk
FMR Investment Management (UK) Limited,1 St. Martin's Le Grand    London  EC1A 4AS UNITED KINGDOM , 44 02071843533 ,www.pyramis.com
CBRE Indirect Investment Services Limited,Henrietta House Henrietta Place   London  W1G 0NB UNITED KINGDOM , 44 02071822000 ,
MetLife Investment Management Limited (MIML),Level 34 1 Canada Square   London  E14 5AA UNITED KINGDOM , +44 02076328100 ,www.metlife.com
Neptune Investment Management Limited,3 Shortlands    London  W6 8DA UNITED KINGDOM , 44 02032490100 ,www.neptunefunds.com
Investment Quorum Limited,Guildhall House 85 Gresham Street   London  EC2V 7NQ UNITED KINGDOM , 44 2073371390 ,
Natixis Investment Managers UK Limited,1 Carter Lane    London  EC4V 5ER UNITED KINGDOM , 44 2034056000 ,http://www.im.natixis.com/
Midas Investment Management Limited,Sheppards House Piggotts Hall Congleton Lane Lower Withington Macclesfield Cheshire SK11 9LD UNITED KINGDOM , 44 01612502155 ,www.midasim.co.uk
Savills Investment Management (UK) Limited,33 Margaret Street    London  W1G 0JD UNITED KINGDOM , 44 02078774700 ,www.savillsim.com
Woodford Investment Management Limited,9400 Garsington Road Oxford Business Park North   Oxford Oxfordshire OX4 2HN UNITED KINGDOM , +44 01865809000 ,www.woodfordfunds.com
Towers Watson Investment Management Limited,51 Lime Street    London  EC3M 7DQ UNITED KINGDOM , 44 2039322990 ,www.willistowerswatson.com
AXA Investment Managers GS Limited,7 Newgate St    London  EC1A 7NX UNITED KINGDOM , 44 02070031000 ,www.axa-im.co.uk
Southbank Investment Research Limited,Crowne House 56-58 Southwark Street   London  SE1 1UN UNITED KINGDOM , 44 2076333624 ,www.southbankresearch.com
Gemini Investment Management Ltd,1 Dysart Street    London  EC2A 2BX UNITED KINGDOM , +44 02071180949 ,www.gemini-im.com
Zurich Investment Services (UK) Limited,Tricentre One New Bridge Square   Swindon Wiltshire SN1 1HN UNITED KINGDOM , 44 1793514514 ,
BAE Systems Pension Funds Investment Management Limited,Burwood House 14-16 Caxton Street   London  SW1H 0QT UNITED KINGDOM , 44 02076542500 ,
LaSalle Investment Management,LaSalle Investment Management One Curzon Street   London  W1J 5HD UNITED KINGDOM , 44 02078524000 ,www.lasalle.com
HBOS Investment Fund Managers Limited,69 Morrison Street    Edinburgh Midlothian EH3 8BW UNITED KINGDOM , 44 3457394959 ,www.halifax.co.uk
MACKENZIE INVESTMENT STRATEGIES LTD.,Caulfield House Cradlehall Business Park   Inverness  IV2 5GH UNITED KINGDOM , 44 01463798219 ,-www.mackenzieinvestment.co.uk
Embark Investment Services Limited,The Old Chapel 47 Long Street   Tetbury Gloucestershire GL8 8AA UNITED KINGDOM , 44 3300242345 ,https://embarkplatform.co.uk
Kairos Investment Management Limited,10 Portman Square    London  W1H 6AZ UNITED KINGDOM , 44 2073983000 ,www.kairospartners.com
IK Investment Partners Limited,The Adelphi 1-11 John Adam Street   London  WC2N 6HT UNITED KINGDOM , 44 02073044300 ,www.ikinvest.com
NFU Mutual Investment Services Ltd,Tiddington Road    Stratford-Upon-Avon Warwickshire CV37 7BJ UNITED KINGDOM , 44 01789204211 ,
Altus Investment Management Ltd,35 Grosvenor Street    London  W1K 4QX UNITED KINGDOM , +44 02071831200 ,
Flagstone Investment Management Limited,"Flagstone 17th Floor, New Zealand House 80 Haymarket    SW1Y 4TE UNITED KINGDOM ", 44 02037458126 ,http://www.flagstoneim.com
Nesta Investment Management LLP,58 Victoria Embankment    London  EC4Y 0DS UNITED KINGDOM , +44 02074382500 ,www.nestainvestments.org.uk
Baring International Investment Limited,20 Old Bailey    London  EC4M 7BF UNITED KINGDOM , 44 02076286000 ,www.barings.com
Mariana Investment Partners LLP,"100, Cannon Street    London  EC4N 6EU UNITED KINGDOM ", 44 02070656600 ,-
Hermes Alternative Investment Management Limited,150 Cheapside    London  EC2V 6ET UNITED KINGDOM , 44 02077020888 ,www.hermes-investment.com
Leucadia Investment Management Limited,Vintners Place 68 Upper Thames Street   London  EC4V 3BJ UNITED KINGDOM , 44 02070298000 ,www.jefferies.com
"Genesis Investment Management, LLP",21 Grosvenor Place    London  SW1X 7HU UNITED KINGDOM , 44 02072017200 ,www.giml.co.uk
Fortress Investment Group (UK) Ltd,7 Clarges Street    London  W1J 8AE UNITED KINGDOM , 44 02072905600 ,www.fortressinv.com
MGP Investment Management Limited,Suite B Castle Quay Castle Quay   Manchester Lancashire M15 4NJ UNITED KINGDOM , 44 01618398229 ,
Fieldings Investment Management Ltd,Salisbury House London Wall   London  EC2M 5QS UNITED KINGDOM , +44 2074484700 ,
SL Investment Management Limited,One City Place Queens Road   Chester Cheshire CH1 3BQ UNITED KINGDOM , 44 01244317999 ,www.slinvest.co.uk
Merian Investment Management Limited,Millennium Bridge House 2 Lambeth Hill   London  EC4V 4GG UNITED KINGDOM , 44 2073327500 ,www.merian.com
Maunby Investment Management Ltd,The Exchange Station Parade   Harrogate North Yorkshire HG1 1TJ UNITED KINGDOM , 44 1423523553 ,www.maunby.com
RBS Collective Investment Funds Limited,House D 2nd Floor Gogarburn  Edinburgh  EH12 1HQ UNITED KINGDOM , 44 01316261058 ,https://personal.rbs.co.uk/personal/investments/existing-customers/Collective_Investments.html
Liontrust Investment Partners LLP,2 Savoy Court    London  WC2R 0EZ UNITED KINGDOM , 44 02074121700 ,www.liontrust.co.uk
EdenTree Investment Management Limited,24 Monument Street    London  EC3R 8AJ UNITED KINGDOM , 44 2075287364 ,www.edentreeim.com
Doherty Pension & Investment Consultancy Limited,114-116 Royal Avenue    Belfast County Antrim BT1 1DL UNITED KINGDOM , 44 2890533350 ,www.dohertypic.com
Absolute Return Investment Advisers (ARIA) Limited,"2 Bell Court, Leapale Lane    Guildford Surrey GU1 4LY UNITED KINGDOM ", 44 2031373840 ,www.ariacm.com
Castlefield Investment Partners LLP,Rodwell Tower 111 Piccadilly   Manchester Lancashire M1 2HY UNITED KINGDOM , 44 1612334890 ,www.sanford-deland.com
Strategic Investment Solutions Ltd,1st Floor 55-57 Wilmslow Road   Handforth Cheshire SK9 3EN UNITED KINGDOM , 44 01625251240 ,-
BMO Investment Business Limited,Exchange House Primrose Street   London  EC2A 2NY UNITED KINGDOM , 44 02076288000 ,www.bmogam.com
Hollbeach Investment Management LLP,125 Old Broad Street    London  EC2N 1AR UNITED KINGDOM , 44 02073828650 ,
Parallel Investment Management Ltd,Alexander House James Street West   Bath  BA1 2BT UNITED KINGDOM , 44 03451286699 ,www.parallel-im.co.uk
ENA Investment Capital LLP,Carrington House 126-130 Regent Street    London  W1B 5SE UNITED KINGDOM , 020 37720172 ,-
Ascencia Investment Management Limited,Frenkel House 15 Carolina Way   Salford Greater Manchester M50 2ZY UNITED KINGDOM , 44 1618868000 ,www.frenkeltopping.co.uk
Epworth Investment Management Limited,9 Bonhill Street    London  EC2A 4PE UNITED KINGDOM , 44 02074963636 ,www.epworthinvestment.co.uk
Punter Southall Investment Consulting Limited,11 Strand    London  WC2N 5HR UNITED KINGDOM , 44 2033275182 ,
Valu-Trac Investment Management Ltd,Mains of Orton Orton   Fochabers Morayshire IV32 7QE UNITED KINGDOM , 44 01343880217 ,
Chalfont Investment Consultants Limited,6 Station Road    Gerrards Cross Buckinghamshire SL9 8EL UNITED KINGDOM , 44 01753889333 ,
Schroder Investment Management North America Limited,1 London Wall Place    London  EC2Y 5AU UNITED KINGDOM , 44 02076586000 ,www.schroders.com
Puma Investment Management Limited,Bond Street House 14 Clifford Street   London  W1S 4JU UNITED KINGDOM , 44 2074084050 ,www.pumainvestments.co.uk/
Arcus European Investment Manager LLP,2nd Floor 6-16 St. Andrew Street   London  EC4A 3AE UNITED KINGDOM , 44 207832400 ,
ICG Alternative Investment Limited,Juxon House 100 St. Paul's Churchyard   London  EC4M 8BU UNITED KINGDOM , 44 02032017752 ,www.icgam.com
AEW UK Investment Management LLP,33 Jermyn Street    London  SW1Y 6DN UNITED KINGDOM , 44 02070647254 ,-
HCL Investment Services Ltd,1 Church Road Brewood   Stafford Staffordshire ST19 9BT UNITED KINGDOM , 44 01902851140 ,
P1 Investment Management Limited,Dean Clarke House Southernhay East   Exeter Devon EX1 1AP UNITED KINGDOM , 44 1392953079 ,www.p1-im.co.uk
AE Global Investment Solutions Limited,"Unit 10 Shaftesbury Centre, 85 Barlby Road   London  W10 6BN UNITED KINGDOM ", 44 2035199560 ,
Thorntons Investment Management Ltd,Whitehall House 35 Yeaman Shore   Dundee Angus DD1 4BU UNITED KINGDOM , 44 1382797600 ,www.thorntons-investments.co.uk
Anglian Financial & Investment Planning Ltd,Suite 7 Wensum Mount Business Centre Low Road Hellesdon Norwich Norfolk NR6 5AQ UNITED KINGDOM , - 01603895350 ,www.afip.co.uk
Arcus Investment Limited,7-8 Stratford Place    London  W1C 1AY UNITED KINGDOM , 44 02035409500 ,www.arcusinvest.com
Gateway Investment Services Limited,240b Lichfield Road    Sutton Coldfield West Midlands B74 2UD UNITED KINGDOM , 44 1213081152 ,www.gatewayinvest.co.uk
Mayfair Capital Investment Management Ltd,2 Cavendish Square    London  W1G 0PU UNITED KINGDOM , 44 02074951929 ,www.mayfaircapital.co.uk
Equilibrium Investment Management LLP,Brooke Court Lower Meadow Road Handforth  Wilmslow Cheshire SK9 3ND UNITED KINGDOM , 44 1614862250 ,www.eqllp.co.uk
Viewforth Investment Partners LLP,67 Grosvenor Street   London  W1K 3JN UNITED KINGDOM , 44 2037097830 ,http://www.viewforthpartners.com/
Marshall Sterling Investment Management Limited,Marshall Sterling 14 Hanover Street Hanover Square  Mayfair London W1S 1YH UNITED KINGDOM , +44 08458623456 ,
Moorfield Investment Management Limited,,,
Capstone Investment Advisors (UK) LLP,1st Floor 10 New Burlington Street   London  W1S 3BE UNITED KINGDOM , 44 2073824415 ,www.capstoneco.com
Clerville Investment Management LLP,15 Conduit Street    London  W1S 2XJ UNITED KINGDOM , +44 02072906680 ,
"Hereford Pension, Investment and Mortgage Centre LLP",St Ethelberts house Ryelands Street   Hereford Herefordshire HR4 0LA UNITED KINGDOM , 44 01432370707 ,www.hpimc.co.uk
TT International Investment Management LLP,62 Threadneedle Street    London  EC2R 8HP UNITED KINGDOM , 44 02075091000 ,
Edgbaston Investment Partners LLP,105 Piccadilly    London  W1J 7NJ UNITED KINGDOM , 44 2072583172 ,
Gale and Phillipson Investment Services Ltd,Gallowfields House Fairfield Way Gallowfields Trading Estate  Richmond North Yorkshire DL10 4TB UNITED KINGDOM , 44 1748825971 ,www.galeandphillipson.co.uk
British Airways Pension Investment Management Ltd,11th Floor Met Building 22 Percy Street  London  W1T 2BU UNITED KINGDOM , 44 02079085800 ,
Alquity Investment Management Limited,9 Kingsway    London  WC2B 6XF UNITED KINGDOM , 44 02075777870 ,www.alquity.com
Principia Investment Management Limited,606-609 Salisbury House 29 Finsbury Circus   London  EC2M 7AQ ENGLAND , 44 02037818460 ,
Truestone Impact Investment Management Limited,20 St Dunstan's Hill    London  EC3R 8HL UNITED KINGDOM , 44 2071352480 ,www.truestoneimpactinvestment.co.uk
Lothbury Investment Management Limited,"155, Bishopsgate    London  EC2M 3TQ UNITED KINGDOM ", 44 02035514900 ,www.lothburyim.com
Butler Investment Managers Ltd,4th Floor 11 Hanover Street   London  W1S 1YQ UNITED KINGDOM ,   ,
Asset and Investment Management Limited,Unit 4 St John Mews St Johns Road  Hampton Wick Surrey KT1 4AN UNITED KINGDOM , 44 02089434343 ,
St James's Place Investment Administration Limited,St. James's Place House 1 Tetbury Road   Cirencester Gloucestershire GL7 1FP UNITED KINGDOM , 44 1285640302 ,
BP Investment Management Limited,20 Canada Square    London  E14 5NJ UNITED KINGDOM , 44 02074964000 ,
CFM Investment Ltd,106 Newhall Street    Cannock Staffordshire WS11 1AD UNITED KINGDOM , 44 7914580474 ,
7IM Investment and Retirement Solutions Limited,3rd Floor 55 Bishopsgate   London  EC2N 3AS UNITED KINGDOM , 44 2077608777 ,www.7im.co.uk
Hilbert Investment Solutions Ltd,St. Clements House 27 Clement's Lane   London  EC4N 7AE UNITED KINGDOM , 44 2033181742 ,www.hilbert-is.com
