Company Name,Address,Phone,Website
BRI Wealth Management PLC,BRI House Elm Court Copse Drive  Coventry West Midlands CV5 9RL UNITED KINGDOM , 44 01676523550 ,
Ludlow Wealth Management Group Ltd,172 Lord Street    Southport Merseyside PR9 0QA UNITED KINGDOM , 44 01704500324 ,www.ludco.co.uk
Jarrovian Wealth Limited,Woodson Building 4 City Road   London  EC1Y 2AA UNITED KINGDOM , 44 3300585000 ,www.jarrovianwealth.com
Fusion Wealth Limited,Sussex House North Street   Horsham West Sussex RH12 1RQ UNITED KINGDOM , 44 01403334455 ,www.fusionwealth.co.uk
Advanta Wealth Ltd,Lower Ground 130 Buckingham Palace Road   London  SW1W 9SA UNITED KINGDOM , 44 2036687480 ,www.advantawealth.co.uk
Investacc Wealth Management Limited,Minerva House Port Road Business Park   Carlisle Cumbria CA2 7AF UNITED KINGDOM , 44 01228538988 ,www.Investacc.co.uk
Lumin Wealth Management Limited,5 Sandridge Park Porters Wood   St Albans Hertfordshire AL3 6PH UNITED KINGDOM , 44 01727893333 ,www.luminwealth.co.uk
County Capital Wealth Management Limited,Prosperity House 1 Barnfield Road   Spennymoor Co Durham DL16 6EB UNITED KINGDOM , 44 01388439840 ,www.thepensionreviewservice.com
Active Wealth Management Ltd,3rd Floor 82 West Nile Street   Glasgow Lanarkshire G1 2QH UNITED KINGDOM , 44 01413540156 ,www.active-wealth.com
Centurion Wealth Management Limited,25 Church Farm Business Park Corston   Bath Avon BA2 9AP UNITED KINGDOM , 44 1225308330 ,www.centurioncfp.co.uk
HFMC Wealth LLP,HFMC House New Road   Weybridge Surrey KT13 9BW UNITED KINGDOM , 44 01932870000 ,www.hfmcwealth.com
Argent Wealth Limited,Evolve Building Cygnet Way Rainton Bridge Business Park  Houghton le Spring Tyne & Wear DH4 5QY UNITED KINGDOM , +44 01915173344 ,-
HFMC Wealth Management Ltd,29 St. John's Lane    London  EC1M 4NA UNITED KINGDOM , 44 2074004700 ,www.hfmcwealth.com
Old Mutual Wealth Life & Pensions Limited,Old Mutual House Portland Terrace   Southampton Hampshire SO14 7EJ UNITED KINGDOM , 44 2380334411 ,www.oldmutualwealth.co.uk
GEE & WATSON WEALTH MANAGEMENT LIMITED,58 Telegraph Road Heswall   Wirral Merseyside CH60 0AG UNITED KINGDOM , 44 01513426496 ,www.geeandwatson.com
Parklands Wealth Limited,Unit B18 Kestrel Court Harbour Road   Portishead Bristol BS20 7AN ENGLAND , 44 077089549999 ,www.parklandswealth.com
Rock Wealth LLP,3 Imperial Square    Cheltenham Glos GL50 1QB UNITED KINGDOM , 44 01242505505 ,rock-wealth.co.uk
Wealth and Tax Management Limited,17 Shirwell Crescent  Furzton  Milton Keynes Bucks MK4 1GA UNITED KINGDOM , 44 01908523740 ,www.wealthandtax.co.uk
Womble Bond Dickinson Wealth Limited,One Trinity Gardens Broad Chare   Newcastle upon Tyne Tyne and Wear NE1 2HF UNITED KINGDOM , 44 34554155251 ,www.womblebonddickinsonwealth.com
Phoenix Wealth Services Limited,Phoenix Wealth Services Limited 1 Wythall Green Way Wythall  Birmingham West Midlands B47 6WG UNITED KINGDOM , 44 02035679100 ,www.phoenixwealth.co.uk
Advance Wealth Limited,The Mise Centre Broomfield Place 189 Main Road Broomfield Chelmsford Essex CM1 7EQ UNITED KINGDOM , 44 03331212129 ,www.advancewealth.co.uk
Premier Wealth Management Ltd,Premier House Wight Moss Way   Southport Merseyside PR8 4HQ UNITED KINGDOM , 44 3456077300 ,www.premierwealth.com
MM Wealth Ltd,"M M Wealth Ltd, Unit 1 Wellbrook Court Girton  Cambridge Cambridgeshire CB3 0NA UNITED KINGDOM ", 44 01223233331 ,www.mmwealth.co.uk
Stewart Wealth Management Ltd,Tuddenham Hall Estates Tuddenham   Ipswich  IP6 9DD UNITED KINGDOM , +44 01206845447 ,www.swm-ltd.co.uk
Inspire Wealth Ltd,"Unit 6, Mills Bakery 4a Royal William Yard   Plymouth Devon PL1 3GE UNITED KINGDOM ", 44 01752651012 ,www.inspire-wealth.co.uk
Wealth Matters Limited,727 Capability Green    Luton Bedfordshire LU1 3LU UNITED KINGDOM , 44 01582720511 ,
Oakfield Wealth Management Limited,60 New Broad Street    London  EC2M 1JJ UNITED KINGDOM , 44 02070651700 ,www.chasedevere.co.uk
MLP Wealth Management Ltd,17 Station Road Belmont   Sutton Surrey SM2 6BX UNITED KINGDOM , 44 2082961799 ,
Signia Wealth Limited,1 Connaught Place    London  W2 2ET UNITED KINGDOM , 44 2072986060 ,www.signiawealth.com
Mulberry Wealth Management Limited,366 & 368 Cyncoed Road Cyncoed   Cardiff South Glamorgan CF23 6SA UNITED KINGDOM , +44 02920023333 ,www.mulberrywealth.co.uk
TWP Wealth Limited,69 London Road    Alderley Edge Cheshire SK9 7DY UNITED KINGDOM , 44 01625582500 ,www.twpwealth.com
Magus Private Wealth Limited,"Kingfisher House Northwood Park, Gatwick Road   Crawley West Sussex RH10 9XN UNITED KINGDOM ", 44 2031765888 ,www.maguswealth.co.uk
Chetwood Wealth Management Ltd,60 High St    Wellington Somerset TA21 8RD UNITED KINGDOM , 44 01823666809 ,www.chetwoodwm.co.uk
Sable Private Wealth Management Ltd,One Croydon 12-16 Addiscombe Road   Croydon  CR0 0XT UNITED KINGDOM , 44 02077597519 ,www.sableinternational.com
Creative Benefit Wealth Management Limited,Stephenson House 2 Cherry Orchard Road   Croydon Surrey CR0 6BA UNITED KINGDOM , 44 02086031700 ,
Knightsbridge Wealth Management (NI) Ltd,Lynden Gate 50 Knockbreda Road   Belfast  BT6 0JB UNITED KINGDOM , +44 02890382744 ,www.knightsbridgewm.com
Crocus Wealth Limited,Ground Floor 146 High Street   Billericay Essex CM12 9DF UNITED KINGDOM , 44 01277844595 ,www.crocuswealth.co.uk
Baggette & Company Wealth Management Limited,"North House Braeside Business Park, Sterte Avenue West   Poole Dorset BH15 2BX UNITED KINGDOM ", 44 01202676983 ,www.baggette.co.uk
Thomas Miller Wealth Management Limited,90 Fenchurch Street    London  EC3M 4ST UNITED KINGDOM , +44 02072042747 ,www.tminvestment.com
Investment Solutions Wealth Management Limited,Grafton House 26 Grafton Road   Worthing West Sussex BN11 1QT UNITED KINGDOM , 44 01903214640 ,-
Cullen Wealth Limited,Unit 2 The Embankment Business Park Riverview Vale Road Heaton Mersey Stockport Cheshire SK4 3GN UNITED KINGDOM , 44 01619756700 ,www.cullenwealth.co.uk
GHC Wealth Management Limited,Norwich House 22-30 Horsefair Street   Leicester Leicestershire LE1 5BD UNITED KINGDOM , 44 01162045500 ,
Jamieson Christie Wealth Management Limited,Regent House 430-432 Kenilworth Road Balsall Common  Coventry West Midlands CV7 7DN UNITED KINGDOM , 44 01676532210 ,www.jamiesonchristie.com
Epoch Wealth Management LLP,Queen Square House Queen Square Place   Bath Avon BA1 2LL UNITED KINGDOM , 44 1225487772 ,www.epochwm.co.uk
Laurent Wealth Management Limited,10 Greenbox Westonhall Road Stoke Prior  Bromsgrove Worcestershire B60 4AL UNITED KINGDOM , 44 1527314100 ,www.lwmifa.co.uk
Gracechurch Wealth Management LLP,EFX House 1 Boycott Avenue Oldbrook  Milton Keynes Bucks MK6 2RW UNITED KINGDOM , 44 01908209220 ,www.gracechurchwm.com
TPD Wealth Management Limited,New Mansion House 173-191 Wellington Road South   Stockport Greater Manchester SK1 3UA UNITED KINGDOM , 44 01619400176 ,www.tpdwealth.co.uk
Continuum Wealth Limited,Taylor House 39 High Street Marlow Bucks   SL7 1AU UNITED KINGDOM , 44 1628947347 ,
Tavistock Wealth Limited,1 Bracknell Beeches Old Bracknell Lane   Bracknell  RG12 7BW UNITED KINGDOM , 44 1753867000 ,www.tavistockwealth.com
BlackStar Wealth Management Ltd,17 Wrens Court Lower Queen Street   Sutton Coldfield  B72 1RT UNITED KINGDOM , 44 1212707342 ,www.blackstarwm.co.uk
H&D Wealth Limited,The Oast Maidstone Road Warmlake  Sutton Valence Kent ME17 3LQ UNITED KINGDOM , 44 01622845910 ,-
Optimise Wealth Management Ltd,34 Lincoln Road    Northwood Middlesex HA6 1LD UNITED KINGDOM , 44 7495819501 ,
Plutus Wealth Management LLP,Bridewell Gate 9 Bridewell Place   London  EC4V 6AW UNITED KINGDOM , - 02078715200 ,www.plutuswealth.com
Carpenter Box Wealth Management LLP,Amelia House Crescent Road   Worthing West Sussex BN11 1RL UNITED KINGDOM , 44 01903534587 ,www.cbwm.co.uk
Pragma Wealth Management Limited,12a Eccleston St    London  SW1W 9LT UNITED KINGDOM , 44 02072274769 ,-
Integrity Wealth Solutions Limited,Manor Court Chambers Townsend Drive  Attleborough Fields Ind Estate  Nuneaton Warwickshire CV11 6RU UNITED KINGDOM , +44 02476384171 ,-
S G Wealth Management Limited,53-57 St Martin's Lane    Norwich  NR3 3SA UNITED KINGDOM , 44 01603760866 ,www.sgwealthmanagement.co.uk
Maymont Wealth Limited,Park House 116 Park Street   London  W1K 6SS UNITED KINGDOM , 44 2039151900 ,www.MaymontWealth.com
Sterling Wealth Ltd,Grove House 774-780 Wilmslow Road   Manchester Lancashire M20 2DR UNITED KINGDOM , 44 1614464980 ,www.sterlingpartners.co.uk
Anderson Anderson & Brown Wealth Limited,"Kingshill View Kingswells Causeway Prime Four Business Park, Kingswells  Aberdeen Aberdeenshire AB15 8PU UNITED KINGDOM ", 44 1224625111 ,www.aabwealth.co.uk
Casterbridge Wealth Limited,Suite 4 Brewery House 36 Milford Street   Salisbury Wiltshire SP1 2AP UNITED KINGDOM , +44 1722466110 ,
Fiducia Wealth Management Limited,Dedham Hall Business Centre Brook Street Dedham  Colchester Essex CO7 6AD UNITED KINGDOM , 44 01206321045 ,www.fiduciawealth.co.uk
Oakham Wealth Management Ltd,1 Berkeley St    London  W1J 8DJ UNITED KINGDOM , 44 02034052600 ,www.oakhamwealth.com
OCM Wealth Management Ltd,3 Bouverie Court The Lakes   Northampton  NN4 7YD UNITED KINGDOM , 44 8453381971 ,www.ocmwealthmanagement.co.uk
Olympia Wealth Management Ltd,32 Ludgate Hill    London  EC4M 7DR UNITED KINGDOM , +44 2071939583 ,www.olympia-wealth.com
Artorius Wealth Management Limited,"Michael Toole, 2nd Floor, The Boardwalk 21 Little Peter Street   Manchester  M15 4PS UNITED KINGDOM ", 44 1617110730 ,
Eastcote Wealth Management Limited,Eastcote Court Barston Lane Hampton-in-Arden  Solihull West Midlands B92 0HR UNITED KINGDOM , 44 01675446500 ,www.eastcotewealth.co.uk
Welby Associates Wealth Management Ltd,The House Of Vic Ryn Moira Road   Lisburn County Antrim BT28 2RF UNITED KINGDOM , 44 02892622910 ,
Wiser Wealth Limited,The Rowans Ash Mill Barkway  Royston Hertfordshire SG8 8HB UNITED KINGDOM , 44 01763849276 ,www.wiser-wealth.com
Strategic Wealth Management Limited,1 East Point Seal    Kent TN15 0EG UNITED KINGDOM , 44 01732760000 ,www.strategicwealth.co.uk
Clarion Wealth Planning Limited,Overbank 52 London Road   Alderley Edge Cheshire SK9 7DZ UNITED KINGDOM , +44 01625466360 ,www.clarionwealth.co.uk
A & J Wealth Management Ltd,Sawfords Bigfrith Lane Cookham Dean  Maidenhead Berkshire SL6 9PH UNITED KINGDOM , 44 01628480200 ,www.ajwealth-management.com
Altana Wealth Limited,8 Pollen Street    London  W1S 1NG UNITED KINGDOM , 44 02070791080 ,www.altanawealth.com
Quantum Wealth Management Ltd,Hammerain House Hookstone Avenue   Harrogate North Yorkshire HG2 8ER UNITED KINGDOM , 44 1423876336 ,
Sedulo Wealth Management Limited,Regency Court 62-66 Deansgate   Manchester Lancashire M3 2EN UNITED KINGDOM , 44 01612369077 ,www.sedulo.co.uk
Northwood Wealth Management Ltd,The Chestnuts 18 East Street   Farnham Surrey GU9 7SD UNITED KINGDOM , 44 3331219090 ,
BLG Wealth Limited,New Broad Street House 35 New Broad Street   London  EC2M 1NH UNITED KINGDOM , 44 2076282089 ,www.blgwealth.com
CONSOLIDARE WEALTH MANAGEMENT LTD,7 Chalk Close    Folkestone Kent CT19 5TD UNITED KINGDOM , 44 7795565143 ,
Walker Crips Wealth Management Limited,Apollo House Eboracum Way   York  YO31 7RE UNITED KINGDOM , 44 1904544300 ,www.wcgplc.co.uk
Whateley Wealth Management Limited,3 Parsonage Drive Cofton Hackett   Birmingham  B45 8AS UNITED KINGDOM , 44 1212858528 ,www.whateleywm.co.uk
Premier Wealth Management Harrogate Limited,A F H House Buntsford Drive Stoke Heath  Bromsgrove  B60 4JE UNITED KINGDOM , 44 1527577775 ,
Hentons Wealth Limited,Hentons Northgate 118 North Street  Leeds West Yorkshire LS2 7PN UNITED KINGDOM , 44 1132340000 ,http://www.hentons.com/services/advisory/wealthmanagement
Select Wealth Management Limited,Box Trees Craft Centre Stratford Road Hockley Heath  Solihull West Midlands B94 6EA UNITED KINGDOM , 44 1564898081 ,
Stonehage Fleming Wealth Planning Ltd,15 Suffolk Street    London  SW1Y 4HG UNITED KINGDOM , 44 2070365000 ,www.stonehageflemingwealth.com
Create Wealth Management Ltd,The Estates Office 25-26 Gold Tops   Newport Gwent NP20 4PG UNITED KINGDOM , 44 08001182526 ,www.createwealth.co.uk
Harbour Wealth Limited,18 Lower Park Road    Tenby Dyfed SA70 7NG UNITED KINGDOM , 44 01834849191 ,www.harbourwealth.co.uk
Falcon Private Wealth Limited,9th Floor 10 Exchange Square Broadgate  London  EC2A 2BR UNITED KINGDOM , 44 02078115100 ,-
Addidi Wealth Ltd,Tavistock House South Tavistock Square   London London WC1H 9LG UNITED KINGDOM , 44 02070601200 ,www.addidi.com
Oculus Wealth Management Limited,Windsor House Cornwall Road   Harrogate North Yorkshire HG1 2PW UNITED KINGDOM , 44 01423369362 ,www.oculuswealth.co.uk
HYWIN WEALTH LLP,Hywin Wealth LLP 105 Piccadilly   London  W1J 7NJ UNITED KINGDOM , +44 02036422510 ,www.hywinwealth.co.uk
Wingate Wealth Management Ltd,Quadrant House 61-65 Croydon Road   Caterham Surrey CR3 6PB UNITED KINGDOM , +44 01883332261 ,www.wingatefp.com
BanyanTree Wealth Ltd,16 Berkeley Street    London  W1J 8DZ UNITED KINGDOM , 44 2039073888 ,
Arena Wealth Management Limited,3rd Floor Chiswick Gate 598-608 Chiswick High Road  London  W4 5RT UNITED KINGDOM , 44 02081041000 ,-
St. James's Place Wealth Management (PCIS) Limited,St. James's Place House 1 Tetbury Road   Cirencester Gloucestershire GL7 1FP UNITED KINGDOM , 44 01285640302 ,www.sjp.co.uk
Prosperity Wealth Management Limited,White Cottage Matlock Road   Chesterfield Derbyshire S42 7LD UNITED KINGDOM , 44 01246550331 ,www.prosperitywml.co.uk
Kingsway Wealth Management Limited,Pembroke House Ellice Way Wrexham Technology Park  Wrexham Clwyd LL13 7YT UNITED KINGDOM , 44 01978346960 ,
Efficient Portfolio Wealth Management Ltd,Portfolian House 30 Melton Road   Oakham Rutland LE15 6AY UNITED KINGDOM , 44 1572898060 ,www.efficientportfolio.co.uk
Briggs Murray Financial Planning & Wealth Management Ltd,Southgate Business Centre 32 Gillygate   Pontefract West Yorkshire WF8 1PQ UNITED KINGDOM , 44 1977285720 ,www.BM-Wealth.co.uk
Exchange Wealth Management Limited,12 Princes Parade    Liverpool Merseyside L3 1BG UNITED KINGDOM , 44 01516321718 ,www.exwm.co.uk
Unique Wealth Limited,Century Business Centre Century Business Park Manvers  Rotherham South Yorkshire S63 5DA UNITED KINGDOM , +44 01226295012 ,-
Hamilton Rose Wealth Management Limited,The Old School House Heritage Mews High Pavement  Nottingham Nottinghamshire NG1 1HN UNITED KINGDOM , 44 1158800200 ,www.hamiltonrosewm.com
Harpur Wealth Management Limited,19 Goldington Road    Bedford  MK40 3JY UNITED KINGDOM , 44 1234924620 ,
Consilia Wealth Management LLP,Clockhouse Court 5-7 London Road   St Albans Herts AL1 1LA UNITED KINGDOM , 44 01727832166 ,www.consiliawm.com
CN Wealth Limited,Market House 10 Market Walk   Saffron Walden Essex CB10 1JZ UNITED KINGDOM , 44 1799521301 ,
Assured Private Wealth Limited,25-29 Rumbridge Street Totton   Southampton  SO40 9DQ UNITED KINGDOM , 44 2380661166 ,
PM+M Wealth Management Limited,Greenbank Technology Park Challenge Way   Blackburn Lancashire BB1 5QB UNITED KINGDOM , - 01254679138 ,
Clarity Wealth Management LLP,Waterside The Plains   Totnes  TQ9 5DW UNITED KINGDOM , +44 08002335599 ,
Meridian Wealth Management Limited,"Unit 1, Office 5 Robin Mills Leeds Road Idle Bradford West Yorkshire BD10 9TE UNITED KINGDOM ", 44 1274620702 ,www.meridianwealth.co.uk
Plurimi Wealth LLP,Trafalgar House 11-12 Waterloo Place    London  SW1Y 4AU UNITED KINGDOM , 44 02074843340 ,www.plurimicapital.com
Vinco Wealth Management Ltd,"County House St Mary's Street, Worcester    WR1 1HB UNITED KINGDOM ", 44 2074128907 ,www.vincowealth.co.uk
CGR Wealth Management Ltd,The Apple Store Haggs Business Park Haggs Road Follifoot Harrogate North Yorkshire HG3 1EQ UNITED KINGDOM , 44 1423611004 ,www.seventyfinancialplanning.com
Intelligent Wealth Management Partnership Ltd,Wall House Green Lane  Wall  Lichfield Staffs WS14 0AS UNITED KINGDOM , 44 01543483700 ,-
Leodis Wealth Limited,", Unit 11 Pavilion Business Park Royds Hall Road  Leeds West Yorkshire LS12 6AJ UNITED KINGDOM ", 44 01134878660 ,
Athena Wealth Planning Limited,2 The Square    Sevenoaks Kent TN13 2AA UNITED KINGDOM , 44 1732460521 ,www.athenawealthplanning.co.uk
Aquarius Wealth Management Limited,"Office 2, Fivewood Barn Yew Tree Farm Money Lane Chadwich Bromsgrove  B61 0QY UNITED KINGDOM ", +44 01212852175 ,
Beacon Wealth Management Limited,The Old Chapel Thrapston Road   Kimbolton Cambridgeshire PE28 0HW UNITED KINGDOM , +44 01480869466 ,www.beaconwealthmanagement.co.uk
Ascot Wealth Management Limited,Scotch Corner London Road Sunningdale  Ascot Berks SL5 0ER UNITED KINGDOM , 44 01344851250 ,-
Planet 3 Wealth Limited,112a St Teilo Street Pontarddulais   Swansea  SA4 8SR UNITED KINGDOM , 44 01792885330 ,www.planet3wealth.co.uk
Copia Wealth Management Ltd,The Forum Tameside Business Park Windmill lane  Denton Manchester M34 3QS UNITED KINGDOM , 44 01613365843 ,www.copiawealthmanagement.co.uk
BPH Wealth Management LLP,Oddstones House Thompsons Close   Harpenden Hertfordshire AL5 4ES UNITED KINGDOM , - 01582461122 ,
Wealth Design Limited,Virage Point Green Lane   Cannock Staffordshire WS11 0NH UNITED KINGDOM , 44 01543571238 ,www.wealthdesign.co.uk
Braemar Wealth Management (NW) Limited,95a Wood Lane Timperley   Altrincham Cheshire WA15 7PG UNITED KINGDOM , 44 01619807981 ,www.braemarwm.co.uk
Add Wealth Management Ltd,"Suite 4 & 5 Carlton Chambers, 5 Station Road Shortlands  Bromley Kent BR2 0EY UNITED KINGDOM ", 44 8452703303 ,
MEYADO PRIVATE WEALTH MANAGEMENT LONDON LTD,23 Berkeley Square    London  W1J 6HE UNITED KINGDOM , 44 02031787700 ,-
London Private Wealth Limited,Unit 1 Tay House 23 Enterprise Way  London  SW18 1FZ UNITED KINGDOM , 44 2071832555 ,www.privatewealth.co.uk
Genesis Wealth Management Ltd,Bartle House Oxford Court   Manchester  M2 3WQ UNITED KINGDOM , 44 01619149230 ,www.generatewealth.co.uk
Quantum Wealth Planning Ltd,50A St. Johns Road    Tunbridge Wells Kent TN4 9NY UNITED KINGDOM , 44 01892519428 ,www.qwplanning.co.uk
CDC Wealth Management Limited,"North East Business & Innovation Centre, Wearfield Park East Sunderland Enterprise Park  Sunderland Tyne and Wear SR5 2TA UNITED KINGDOM ", 44 01915166812 ,www.cdcwm.com
Dawn Slater Wealth Management Ltd,27A Kingfisher Court   Newbury Berkshire RG14 5SJ UNITED KINGDOM , 44 1635551926 ,www.dawnslater.co.uk
MKC Wealth Ltd,10-13 Lovat Lane    London  EC3R 8DN UNITED KINGDOM , 44 02077024488 ,-
Harpsden Wealth Management Limited,Newtown House Newtown Road   Henley-on-Thames Oxfordshire RG9 1HG UNITED KINGDOM , +44 01491570820 ,www.harpsden.com
