Company Name,Address,Phone,Website
Financial Advisors to Consultants Engineers and Technologists Limited,2 Charlwood Court Merlin Centre County Oak Way  Crawley West Sussex RH11 7XA UNITED KINGDOM , 44 01293401293 ,
Lorica Advisory Services Limited,Avalon 26-32 Oxford Road   Bournemouth Dorset BH8 8EZ UNITED KINGDOM , 44 8452183126 ,http://www.loricasaltus.co.uk/
First Financial Advisers Ltd,1 Mill Court Mill Lane   Newbury Berks RG14 5RE UNITED KINGDOM , 44 01635551494 ,-
Taconic Capital Advisors UK LLP,55 Grosvenor Street    London  W1K 3HY UNITED KINGDOM , 44 02075182500 ,-
Elliott Advisors (UK) Ltd,6th Floor Park House 116 Park Street  London  W1K 6AF UNITED KINGDOM , 44 02030091818 ,-
MedDen Financial Services LLP,MedDen House 3 Hanover Avenue   Leeds  LS3 1BG UNITED KINGDOM , 44 01132470088 ,www.meddenifa.com
Acumen Financial Advisers Ltd,Acumen House Gateway Crescent Oldham Broadway Business Park Chadderton Oldham Lancashire OL9 9XB UNITED KINGDOM , 44 01616881111 ,
Dimensional Fund Advisors Ltd,20 Triton Street    London  NW1 3BF UNITED KINGDOM , 44 2030333300 ,www.eu.dimensional.com
CVC Advisers Limited,111 The Strand    London  WC2R 0AG UNITED KINGDOM , 44 2074204215 ,www.cvc.com
Independent Financial Advisor Ltd,Investment House Bolton Road Bradshaw  Bolton Lancashire BL2 3EU UNITED KINGDOM , 44 1204300010 ,www.groupifa.co.uk
Curo Advisers Limited,The Coach House 1a Machen Street   Penarth South Glamorgan CF64 2UB UNITED KINGDOM , 44 02920256001 ,
Robert Quinn Advisory LLP,Ariel House 74A Charlotte Street 2nd Floor  London  W1T 4QJ UNITED KINGDOM , 44 2079589127 ,
Pharon Independent Financial Advisers Limited,Lawrence House Summer Hill   Canterbury Kent CT2 8GT UNITED KINGDOM , 44 01227819824 ,www.pharon.co.uk
Intelligent Financial Advisory Ltd,Harborough Innovation Centre Airfield Business Park Leicester Road  Market Harborough Leicestershire LE16 7WB UNITED KINGDOM , 44 7827229674 ,
Heritage Independent Financial Advisers Ltd,Brisker Court 1685-1689 High Street Knowle  Solihull West Midlands B93 0LN UNITED KINGDOM , 44 01564775177 ,www.heritageifa.com
Prosperity Independent Financial Advisors and Stockbrokers Limited,First Floor Office Bramble House Furzehall Farm Wickham Road Fareham Hampshire PO16 7JH UNITED KINGDOM , 44 01329821950 ,www.prosperityifas.com
School Fees Investment Advisers Limited,27 Moorbridge Road    Maidenhead Berkshire SL6 8LT UNITED KINGDOM , 44 1628566777 ,
Sandglass Capital Advisors (UK) Limited,19 Chapel Street    London  SW1X 7BY UNITED KINGDOM , 44 2035198433 ,www.sandglasscapital.com
Bluesky Independent Financial Advisers LLP,3 Chalfont Court Chalfont Way Lower Earley  Reading Berkshire RG6 5SY UNITED KINGDOM , 44 01189876655 ,www.blueskyifas.co.uk
Affinity Financial Advisors Ltd,High House Harlington Road   Hillingdon Middlesex UB8 3HX UNITED KINGDOM , 44 01895810134 ,
Niche Independent Financial Advisers Limited,12 Waterside Court Albany Street   Newport  NP20 5NT UNITED KINGDOM , 44 01633859555 ,www.nicheifa.co.uk
Adviser Business Solutions Ltd,2 The Old Flour Mill Queen Street   Emsworth Hampshire PO10 7BT UNITED KINGDOM , 44 01243432430 ,http://ifsnet.co.uk/
"York Capital Management Europe (UK) Advisors, LLP",23 Savile Row - 4th Floor    London  W1S 2ET UNITED KINGDOM , +44 02079075600 ,-
Insurance Advisory Group Limited,", 23-24 Carron House Town Centre Cumbernauld  Glasgow North Lanarkshire G67 1HW UNITED KINGDOM ", 44 7872646177 ,www.insuranceadvisorygroup.co.uk
Investment and Tax Advisory Services Limited,Cedar House 3 Cedar Park Cobham Road  Wimborne Dorset BH21 7SB UNITED KINGDOM , 44 01202804513 ,www.wilcoxyoung.co.uk
Castlefield Advisory Partners Limited,Rodwell Tower 111 Piccadilly   Manchester Lancashire M1 2HY UNITED KINGDOM , 44 1612334550 ,www.castlefield.com
Investindustrial Advisors Limited,16 Palace Street    London  SW1E 5JD UNITED KINGDOM , 44 02076642121 ,www.investindustrial.com
Birchwood Independent Financial Advisers Limited,Planet House Northumbrian Way   Newcastle upon Tyne Tyne and Wear NE12 6EH UNITED KINGDOM , +44 01912280888 ,www.birchwood-ifa.co.uk
Succession Advisory Services Limited,Drake Building 15 Davy Road Plymouth Science Park Derriford Plymouth Devon PL6 8BY UNITED KINGDOM , +44 01752762140 ,www.successionadvisoryservices.com
Method Investments & Advisory Ltd,"4th Floor, 40 New Bond Street    London  W1S 2RX UNITED KINGDOM ", 44 02034302100 ,www.methodinv.com
"H.I.G. Capital International Advisors, LLP",10 Grosvenor Street    London  W1K 4QB UNITED KINGDOM , - 02073185700 ,www.higcapital.com
"Cerberus European Capital Advisors, LLP",5 Savile Row    London  W1S 3PB UNITED KINGDOM , 44 2076476000 ,www.cerberusuk.com
Triton Investments Advisers LLP,9 South Street 3rd Floor   London  W1K 2XA UNITED KINGDOM , 44 02072976782 ,-
FIL Investment Advisors (UK) Limited,Oakhill House 130 Tonbridge Road  Hildenborough Tonbridge  TN11 9DZ UNITED KINGDOM , 44 01732361144 ,www.fidelity.co.uk
KRD Financial Advisers Limited,74 Worcester Road    Hagley West Midlands DY9 0NJ UNITED KINGDOM , 44 01562888440 ,www.krdfa.com
Asset Management Financial Advisers Limited,8 Gaters Mill Mansbridge Road West End  Southampton Hampshire SO18 3HW UNITED KINGDOM , 44 02380420606 ,www.assetmanagement.co.uk
BlackRock Advisors (UK) Limited,12 Throgmorton Avenue    London  EC2N 2DL UNITED KINGDOM , 44 02076688000 ,-
Montague Advisers Limited,3700 Parkway Whiteley   Fareham Hampshire PO15 7AW UNITED KINGDOM , 44 01616724700 ,
Prosper Independent Financial Advisers Ltd,Prosper House 99a High Street Standish  Wigan Lancashire WN6 0HD UNITED KINGDOM , 44 01257423800 ,www.prosper-ifa.co.uk
Davidsons Independent Financial Advisers Limited,23 Fore St    Okehampton Devon EX20 1AN UNITED KINGDOM , 44 0183753855 ,www.davidsonsifa.com
Independent Financial Solutions (Mortgages) Ltd,65 Woodstock Road    London  NW11 8QH UNITED KINGDOM , 44 02084589137 ,
Thornton & Baines Independent Financial Advisers Limited,Imperial House 8 Kean Street   London  WC2B 4AS UNITED KINGDOM , 44 02071830136 ,-
Globe Independent Financial Advisors Ltd,Globe House 1 Chertsey Road St Margarets  Twickenham Middlesex TW1 1LR UNITED KINGDOM , 44 02088910711 ,
Iceni Financial Advisers Limited,8 Hinshalwood Way Costessey   Norwich Norfolk NR8 5BN UNITED KINGDOM , 44 01603747006 ,
Hentons Wealth Limited,Hentons Northgate 118 North Street  Leeds West Yorkshire LS2 7PN UNITED KINGDOM , 44 1132340000 ,http://www.hentons.com/services/advisory/wealthmanagement
Oak Hill Advisors (Europe) LLP,4th Floor 45 Pall Mall   London  SW1Y 5JG UNITED KINGDOM , 44 2079683670 ,
Barings Global Advisers Limited,20 Old Bailey    London  EC4M 7BF UNITED KINGDOM , 44 2076286000 ,www.barings.com
Joseph R Lamb Independent Financial Advisers Limited,Chillingstone House 26 Eastwood Road   Rayleigh Essex SS6 7JQ UNITED KINGDOM , 44 01268749880 ,www.josephlamb.co.uk
Financial Design (Independent Financial Advisors) Ltd,Whateleys Drive    Kenilworth Warwickshire CV8 2GY UNITED KINGDOM , 44 01926748025 ,
Brian Mole Independent Financial Advisers Limited,Independence House 26 Bridge Street   Burton-on-Trent Staffordshire DE14 1SY UNITED KINGDOM , 44 01283512252 ,www.brianmole.co.uk
Wealth Wizards Advisers Limited,Wizards House 8 Athena Court Tachbrook Park  Leamington Spa Warwickshire CV34 6RT UNITED KINGDOM , 44 01926671469 ,www.wealthwizards.com
Clarity Independant Financial Advisors Ltd,2 Craigentinny Avenue    Edinburgh Midlothian EH7 6PX UNITED KINGDOM , 44 01316612777 ,
E-vest Adviser Services Ltd,WeWork Floor 3 One St. Peters Square   Manchester  M2 3AD UNITED KINGDOM , 44 07535873154 ,www.evestor.co.uk
Absolute Return Investment Advisers (ARIA) Limited,"2 Bell Court, Leapale Lane    Guildford Surrey GU1 4LY UNITED KINGDOM ", 44 2031373840 ,www.ariacm.com
JPM Insurance Advisers Limited,JPM House Coombs Wood Court Steel Park Road  Halesowen West Midlands B62 8BF UNITED KINGDOM , 44 01212704800 ,www.jpm-group.co.uk
Independent Advisers (Scotland) Limited,81 St. Vincent Street 2nd Floor   Glasgow  G2 5TF UNITED KINGDOM , 44 01412214442 ,www.iascotland.com
DRS Financial Advisory Group Ltd,6 Meerbrook Way Quedgeley   Gloucester Gloucestershire GL2 4QE UNITED KINGDOM , 44 01452729105 ,
Medical and General Independent Financial Advisers Ltd,The Old Dairy Cadhay   Ottery St. Mary Devon EX11 1QT UNITED KINGDOM , 44 1395206306 ,www.medicalandgeneral.co.uk
Pembroke Finance Limited,Abbey House Wellington Way   Weybridge Surrey KT13 0TT UNITED KINGDOM , 44 01932820772 ,www.pembroke.uk.net
Nexus Independent Financial Advisers Limited,42-44 West Street    Fareham Hampshire PO16 0JN UNITED KINGDOM , 44 01329221225 ,www.nexusifa.com
"Thomas, Carroll Independent Financial Advisers Limited",Pendragon House Crescent Road   Caerphilly Mid Glamorgan CF83 1XX UNITED KINGDOM , 44 02920869531 ,www.thomas-carroll.co.uk
Dukes Independent Financial Advisers Ltd,145-147 Sparrows Herne    Bushey Hertfordshire WD23 1AQ UNITED KINGDOM , 44 2038242242 ,www.dukesifa.co.uk
CECP Advisors LLP,1 St James's Market    London  SW1Y 4AH UNITED KINGDOM , 44 02078941200 ,http://www.carlyle.com/
Alta Advisers Limited,8 Lancelot Place    London  SW7 1DR UNITED KINGDOM , 44 02075905010 ,
OMBA Advisory & Investments Limited,The Light Bulb Unit: LU 3.10 1 Filament Walk  Wandsworth  SW18 4GQ UNITED KINGDOM , +44 2031768400 ,www.ombainvestments.com
Prism Independent Financial Advisers Ltd,22 Risca Road    Newport Gwent NP20 4JW UNITED KINGDOM , +44 01633251651 ,
SBN Advisors Limited,Bellefield House 104 New London Road   Chelmsford Essex CM2 0RG UNITED KINGDOM , +44 01245346279 ,www.sbnwm.com
Canyon Capital Advisors (Europe) Ltd,Devonshire House 1 Mayfair Place   London  W1J 8AJ UNITED KINGDOM , 44 02076596800 ,-
Navigate Independent Financial Advisors LLP,Studio 3 Strand Studios 150 Holywood Road  Belfast County Antrim BT4 1NY UNITED KINGDOM , 44 2890769769 ,www.navigateifa.com
Valiance Advisors LLP,13 Hanover Square    London  W1S 1HN UNITED KINGDOM , 44 02073991760 ,www.valiance-am.com
Rees Astley Independent Financial Advisers Limited,Mostyn House 4 Market Street   Newtown Powys SY16 2PQ UNITED KINGDOM , 44 01686626616 ,www.reesastley.co.uk
Suttons Independent Financial Advisers Limited,Trinity House 114 Northenden Road   Sale Greater Manchester M33 3HD UNITED KINGDOM , 44 01619691703 ,www.suttonsifa.co.uk
Bespoke Independent Financial Advisers Limited,Dorna House Two Guildford Road West End  Woking Surrey GU24 9PW UNITED KINGDOM , 44 1483766656 ,www.bespoke-ifa.co.uk
Watson Moore Independent Financial Advisers Ltd,54 Station Road    Upminster Essex RM14 2TU UNITED KINGDOM , 44 01708250624 ,
Charterhouse Independent Financial Advisors LLP,Holden House 57 Rathbone Place   London  W1T 1JU UNITED KINGDOM , 44 02076311311 ,
London and Capital Wealth Advisers Limited,Two Fitzroy Place 8 Mortimer Street   London  W1T 3JJ UNITED KINGDOM , 44 02073963200 ,http://www.londonandcapital.com/
Professional Independent Advisers Limited,Hayward Court 2b Tettenhall Road   Wolverhampton West Midlands WV1 4SF UNITED KINGDOM , 44 01902379900 ,www.piawm.net
Permira Advisers (London) Limited,80 Pall Mall    London  SW1Y 5ES UNITED KINGDOM , 44 02076321000 ,
Jade Independent Financial Advisers Limited,Sutton Business Centre Restmor Way   Wallington Surrey SM6 7AH UNITED KINGDOM , 44 08458739971 ,-
Equanimity Independent Financial Advisers Limited,99 White Lion St    London  N1 9PF UNITED KINGDOM , 44 02077139356 ,www.equanimity-ifa.co.uk
Informed Independent Financial Advisers Ltd,Unit 8 Lake End Court Taplow Road Taplow  Maidenhead Berkshire SL6 0JQ UNITED KINGDOM , 44 01628638822 ,www.informedifa.co.uk
Clearview Independent Financial Advisers Ltd,6 Thomas Street St Thomas   Swansea  SA1 8AT UNITED KINGDOM , +44 01792469394 ,-
Barings Real Estate Advisers Europe Finance LLP,20 Old Bailey    London  EC4M 7BF UNITED KINGDOM , 44 2076286000 ,www.barings.com
36 South Capital Advisors LLP,3rd Floor Berkeley Square House Berkeley Square  London  W1J 6BU UNITED KINGDOM , 44 02032053000 ,www.36south.com
Centrus Financial Advisors Ltd,10 Queen Street Place    London  EC4R 1BE UNITED KINGDOM , 44 2038465672 ,www.centrusadvisors.com
Knott Another Mortgage Adviser Limited,Second Floor Berkeley Square House   London  W1J 6BD UNITED KINGDOM , 44 02071001822 ,www.akpartnership.co.uk
Arden Associates (IFA) LLP,The Grange 37 Alcester Road   Studley Warwickshire B80 7LL UNITED KINGDOM , 44 01527853995 ,
Hudson Advisors UK Limited,17 Dominion St    London  EC2M 2EF UNITED KINGDOM , +44 02070729100 ,www.hudson-advisors.com
Surrey Independent Advisers Limited,Dairy Courtyard 152-154 Ewell Road   SURBITON Surrey KT6 6HE UNITED KINGDOM , 44 02083353388 ,www.siainsurance.co.uk
Capstone Investment Advisors (UK) LLP,1st Floor 10 New Burlington Street   London  W1S 3BE UNITED KINGDOM , 44 2073824415 ,www.capstoneco.com
Aldgate Advisors Limited,20 Ropemaker Street Moorgate   London  EC2Y 9AR UNITED KINGDOM , 44 2036968750 ,
Midland Financial Advisers Limited,Midland Building Bridge Street Oakengates  Telford Shropshire TF2 6AH UNITED KINGDOM , 44 01952616177 ,
Sovereign Independent Financial Advisers Limited,Unit 4 Thornbury Office Park Midland Way Thornbury Bristol Gloucestershire BS35 2BS UNITED KINGDOM , 44 01454416653 ,www.sovereign-ifa.co.uk
Symphony Financial Advisers Limited,126 Bradford Road    Brighouse West Yorkshire HD6 4AU UNITED KINGDOM , +44 01484722294 ,www.symphony.uk.net
Yorkshire Independent Financial Advisers Limited,Sentinel House Peasholme Green   York North Yorkshire YO1 7PP UNITED KINGDOM , +44 01904716000 ,
Airevalley Independent Financial Advisors Ltd,2-4 Briggate Silsden   Keighley West Yorkshire BD20 9JT UNITED KINGDOM , 44 01535656753 ,www.airevalley.ifa-web.co.uk
Bardin Hill Loan Advisors (UK) LLP,70 Jermyn Street    London  SW1Y 6NY UNITED KINGDOM , 44 2070244400 ,www.bardinhill.com
Oakley Independent Advisers Ltd,2 St Andrews Court St Andrews Road   Droitwich Worcs WR9 8DN UNITED KINGDOM , 44 01905791090 ,www.oakleyifa.co.uk
Barbican Independent Financial Advisors Limited,50 St Andrew St    Hertford Herts SG14 1JA UNITED KINGDOM , 44 01992586000 ,-
Andrew Bourne & Co Independent Financial Advisers Ltd,Regent House 1 Stoughton Road Oadby  Leicester Leicestershire LE2 4DS UNITED KINGDOM , 44 01162720770 ,
Pearson Solicitors and Financial Advisers LLP,31 Queen Street    Oldham Lancashire OL1 1RD UNITED KINGDOM , +44 01616244971 ,
GreenOak Real Estate Advisors LLP,7 Seymour Street    London  W1H 7BA UNITED KINGDOM , +44 2078668800 ,www.greenoakrealestate.com
Mulberry Independent Financial Advisers Ltd,66 Hampton Road    Twickenham Middlesex TW2 5QB UNITED KINGDOM , +44 02087448010 ,
Redwood Financial Advisers LTD,126a High Street Hurstpierpoint   Hassocks West Sussex BN6 9PX UNITED KINGDOM , 44 01273833083 ,www.redwoodifa.co.uk
Russell & Co Financial Advisers LLP,Station House Station Approach East Horsley  Leatherhead Surrey KT24 6QX UNITED KINGDOM , - 01483285304 ,-
Tortoise Advisors UK Limited,Burdett House 15 Buckingham Street   London  WC2N 6DU UNITED KINGDOM , 44 02074512929 ,www.tortoiseadvisors.com
Inshore Independent Financial Advisers Ltd,"Suite 7 Brearley House, 278 Lymington Road Highcliffe  Christchurch Dorset BH23 5ET UNITED KINGDOM ", 44 01425282181 ,www.inshoreifa.com
Vale Independent Financial Advisers Limited,4 Ely Valley Road    Talbot Green Rhondda Cynon Taff CF72 8AL UNITED KINGDOM , 44 01443227727 ,www.valeifa.com
Amethyst Independent Financial Advisers LLP,83 Howard Street    North Shields Tyne and Wear NE30 1AF UNITED KINGDOM , 44 1912576704 ,
Ecclesiastical Financial Advisory Services Limited,Beaufort House Brunswick Road   Gloucester Gloucestershire GL1 1JZ UNITED KINGDOM , 44 3457773322 ,www.ecclesiastical.com
ACG Advisors (UK) LLP,63 Catherine Place    London  SW1E 6DY UNITED KINGDOM , +44 2035405150 ,www.acgadvisors.co.uk
Orion Global Advisors UK Limited,Juxon House 100 St. Paul's Churchyard   London  EC4M 8BU UNITED KINGDOM , 44 2072454480 ,www.oriongadvisors.com
Bentley Independent Financial Advisers,Waterloo House Castle Terrace   Bridgnorth Shropshire WV16 4AH UNITED KINGDOM , 44 01746767682 ,www.bentleyifa.com
Green Street Advisors (UK) Ltd,20 Balderton Street 5th Floor   London  W1K 6TL UNITED KINGDOM , 44 02037937000 ,
Chapel Independent Financial Advisers LLP,40 Rayne Road    Braintree Essex CM7 2QP UNITED KINGDOM , +44 01376553344 ,www.chapel-ifa.co.uk
Pemberton Capital Advisors LLP,Terminal House 52 Grosvenor Gardens   London  SW1W 0AU UNITED KINGDOM , 44 2079939300 ,
Appian Capital Advisory LLP,23 King Street 1st Floor   London  SW1Y 6QY UNITED KINGDOM , 44 2070040956 ,
JLT Advisory Limited,The St. Botolph Building 138 Houndsditch   London  EC3A 7AW UNITED KINGDOM , +44 02074665280 ,
LJ Athene Investment Advisors Limited,1st Floor 10 Old Burlington Street   London  W1S 3AG UNITED KINGDOM , 44 02071951400 ,https://ljpartnership.com
Marchant McKechnie Independent Financial Advisers Limited,Annie Reed Road    Beverley North Humberside HU17 0LF UNITED KINGDOM , +44 01482882223 ,www.mmfa.co.uk
The Oxford Advisory Partnership Limited,2-4 High Street    Kidlington Oxfordshire OX5 2DH UNITED KINGDOM , 44 1865848770 ,-
Kingsgate Independent Financial Advisers Ltd,22 London Road    Horsham  RH12 1AY UNITED KINGDOM , 44 01403242324 ,
Brookfield Global Property Advisor Limited,1 Canada Square    London  E14 5AA UNITED KINGDOM , 44 2074088401 ,www.brookfield.com
Robson Taylor Independent Financial Advisers Ltd,Kingston House Pierrepont Street   Bath Somerset BA1 1LA UNITED KINGDOM , 44 01225331000 ,www.robsontaylorifa.co.uk
Morgan Capital Advisors LLP,128 Wigmore Street    London  W1U 3SA UNITED KINGDOM , 44 02078120522 ,-
Orbis Investment Advisory Ltd,28 Dorset Square    London  NW1 6QG UNITED KINGDOM , +44 02070422000 ,-
Schonfeld Strategic Advisors (UK) LLP,54 Jermyn Street    London  SW1 6LX UNITED KINGDOM , +44 2031417851 ,
Prytania Investment Advisors LLP,107 Cheapside    London  EC2V 6DN UNITED KINGDOM , 44 02079671743 ,www.prytania.com
Phillip Masters Independent Financial Advisers Limited,37 Lodge Lane    London  N12 8JG UNITED KINGDOM , 44 02084460281 ,www.pensionsuk.co.uk
Pygmalion Capital Advisers LLP,50 Sloane Avenue    London  SW3 3DD UNITED KINGDOM , 44 2039540550 ,www.pygmalioncapital.com
Daiwa Corporate Advisory Limited,5 King William Street    London  EC4N 7DA UNITED KINGDOM , 44 02078560999 ,www.dcadvisory.com
Hughes Carne Independent Financial Advisers Ltd,Whittington House 64 High Street   Fareham Hampshire PO16 7BG UNITED KINGDOM , 44 01329828266 ,www.hughescarne.co.uk
LIM Advisors (London) Limited,43 Brook Street    London  W1K 4HJ UNITED KINGDOM , 44 07738470550 ,www.limadvisors.com
XL Independent Financial Advisers Ltd,Norfolk House New Lion Barn Estate Needham Market  Ipswich Suffolk IP6 8NZ UNITED KINGDOM , 44 01449723526 ,www.xlifa.co.uk
HCR Independent Financial Advisers Limited,Suite 5 First Floor Foremost House Radford Way  Billericay Essex CM12 0BT UNITED KINGDOM , 44 01277824744 ,www.hcrifa.co.uk
James & James Financial Advisers Limited,35 Kingfisher Road Mountsorrel   Loughborough Leicestershire LE12 7FG UNITED KINGDOM , +44 01162376650 ,www.jandjadvisers.co.uk
T.R.S. Independent Financial Advisors,19 Bailey Street Brynmawr   Ebbw Vale Gwent NP23 4AN UNITED KINGDOM , 44 01495313331 ,
WR Simon Ashley Silver Independent Financial Advisor LImited,38 Dunford Road    Holmfirth West Yorkshire HD9 2DP UNITED KINGDOM , 44 01484680111 ,
Theorema Advisors UK LLP,20 Balderton St    London  W1K 6TL UNITED KINGDOM , 44 02073185351 ,-
Cross Ocean Adviser LLP,11 Charles II Street    London  SW1Y 4QU UNITED KINGDOM , 44 2076536206 ,www.crossoceanpartners.com
New Europe Advisers Limited,1 King Street    London  EC2V 8AU UNITED KINGDOM , - 02031708195 ,www.neweuropeadvisers.co.uk
CELF Advisors LLP,1 St James's Market    London  SW1Y 4AH UNITED KINGDOM , 44 02078941200 ,http://www.carlyle.com/
D L Bloomer Limited,102 Bath Street    Glasgow Lanarkshire G2 2EN UNITED KINGDOM , 44 01413327045 ,www.dlbloomer.com
Brown Advisory Limited,6-10 Bruton Street    LONDON  W1J 6PX UNITED KINGDOM , 44 2033018746 ,www.brownadvisory.com
JM Independent Financial Advisers Ltd,1 Randolph Cliff    Edinburgh Midlothian EH3 7TZ SCOTLAND , 44 1315382121 ,
Thomas And Gentry Independent Financial Advisors Limited,Squirrels Wood Lower Broad Oak Road West Hill  Ottery St. Mary Devon EX11 1UF UNITED KINGDOM , 44 01404815837 ,
Wealthmax Financial Advisers Limited,1000 Great West Road    Brentford  TW8 9DW UNITED KINGDOM , 44 2036758998 ,www.wealthmax.co.uk
MVision Private Equity Advisers Limited,1-3 Mount Street    London  W1K 3NB UNITED KINGDOM , 44 02074918500 ,www.mvision.com
PS Financial Advisers Ltd,Festival Hall Heath Road   Petersfield Hampshire GU31 4DZ UNITED KINGDOM , 44 08456850230 ,
STANDARD & POOR&#8217;S INVESTMENT ADVISORY SERVICES UK LIMITED,20 Canada Square    London  E14 5LH UNITED KINGDOM , 44 2071766762 ,www.spglobal.com
Expatriate Advisory Services Plc,16 High Street Kegworth   Derby Derbyshire DE74 2DA UNITED KINGDOM , 44 01509670918 ,
Woolley & Harris Independent Financial Advisers Limited,663 High Street    Kingswinford West Midlands DY6 8AL UNITED KINGDOM , +44 01384402362 ,
Octopus Healthcare Adviser Ltd,6th Floor 33 Holborn   London  EC1N 2HT UNITED KINGDOM , +44 03450404555 ,http://www.octopushealthcare.com/
IFS Family Wealth Advisers Ltd,Thorncroft Manor Thorncroft Drive   Leatherhead Surrey KT22 8JB UNITED KINGDOM , 44 1372224020 ,
Pool House Professional Advisers Limited,Pool House Dam Street   Lichfield Staffordshire WS13 6AA UNITED KINGDOM , 44 1543441644 ,
Music Media Independent Financial Advisers Ltd,5 Plaza Gardens    London  SW15 2DT UNITED KINGDOM , 44 02088741230 ,www.musicmedia.co.uk
"Greenhill Cogent Europe, LLP",Lansdowne House 57 Berkeley Square   London  W1J 6ER UNITED KINGDOM , 44 2071987417 ,greenhill.com/business/capital-advisory/greenhill-cogent
Vision Financial Advisers Ltd,Venture Wales Offices Merthyr Tydfil Industrial Park Pentrebach  Merthyr Tydfil Mid Glamorgan CF48 4DR UNITED KINGDOM , 44 01443694944 ,-
Impartial Adviser Ltd,97 High Street    Billericay Essex CM12 9AJ UNITED KINGDOM , 44 01277630873 ,
The Debt Advisor Limited,Trafford House Chester Road   Manchester Greater Manchester M32 0RS UNITED KINGDOM , +44 03339999600 ,http://www.thedebtadvisor.co.uk/
Guggenheim Investment Advisors (Europe) Limited,"5th Floor, The Peak 5 Wilton Road   London  SW1V 1AN UNITED KINGDOM ", 44 203059667 ,-
Parkwalk Advisors Ltd,University House 11-13 Lower Grosvenor Place   London  SW1W 0EX UNITED KINGDOM , 44 02077592285 ,-
Lincolnshire Independent Financial Advisers Ltd,6 Fountain Court  Epworth  Doncaster South Yorkshire DN9 1EG UNITED KINGDOM , +44 01427872718 ,www.lincolnshireifa.co.uk
Channel Capital Advisors LLP,44 Whitfield Street    London  W1T 2RH UNITED KINGDOM , 44 02072915160 ,
Soloda Investment Advisors LLP,Strand Bridge House 138-142 Strand   London  WC2R 1HH UNITED KINGDOM , 44 7951334622 ,
Permira Advisers LLP,80 Pall Mall    London  SW1Y 5ES UNITED KINGDOM , 44 02076321000 ,
WMG Advisors LLP,Bond Street House 3rd floor 14 Clifford Street  London  W1S 4JU UNITED KINGDOM , 44 02074918844 ,-
Index Fund Advisors Ltd,35 Little Aston Hall Aldridge Road Little Aston  Sutton Coldfield West Midlands B74 3BH UNITED KINGDOM , 44 01215028800 ,www.indexwealthmanagement.co.uk
Milton Independent Financial Advisers Ltd,Venture House Arlington Square Downshire Way   Bracknell Berks RG12 1WA UNITED KINGDOM , +44 01344668277 ,www.milton-ifa.co.uk
Mark Davies Financial Adviser,Edgehill Farmhouse Byworth    Petworth West Sussex GU28 0HR UNITED KINGDOM , 44 01798345200 ,www.mrdfa.co.uk
Standard Advisory London Limited,Standard Advisory London Limited 20 Gresham Street   London  EC2V 7JE UNITED KINGDOM , 44 2031675000 ,
Nedgroup Investment Advisors (UK) Limited,Millennium Bridge House Lambeth Hill   London  EC4V 4GG UNITED KINGDOM , +44 2070023490 ,www.nedgroupinvestments.com
Adviser Loan Limited,49 High Street Hanham   Bristol Avon BS15 3DQ UNITED KINGDOM , 44 1179582121 ,
