Company Name,Address,Phone,Website
Citizens Advice Bicester,The Garth Launton Road   BICESTER Oxfordshire OX26 6PS UNITED KINGDOM , +44 01869353962 ,
Mid Suffolk Citizens Advice Bureau,5 Milton Road South    STOWMARKET Suffolk IP14 1EZ UNITED KINGDOM , +44 01449742473 ,
Centre 70,46 Knights Hill    London  SE27 0JD UNITED KINGDOM , +44 02086700070 ,
Citizens Advice Cheadle,Rear of Lulworth House 51 High Street   CHEADLE Staffordshire ST10 1JY UNITED KINGDOM , +44 01538751816 ,
Watford Citizens Advice Bureau,St Mary's Churchyard High St   WATFORD Hertfordshire WD17 2BE UNITED KINGDOM , +44 01923224531 ,
Walton Weybridge & Hersham Citizens Advice Bureau,Elmbridge Community Hub The Old School House 72 High Street  WALTON-ON-THAMES Surrey KT12 1BU UNITED KINGDOM , +44 01932248670 ,
Turriff and District Citizens Advice Bureau,Masonic Building Gladstone Terrace   Turriff Aberdeenshire & Grampian AB53 4AT UNITED KINGDOM , 44 1888562495 ,
Eastbourne Citizens Advice Bureau,Unit 6 Highlight House 8 St Leonards Road  EASTBOURNE East Sussex BN21 3UH UNITED KINGDOM , +44 01323413480 ,
Copeland District Citizens Advice,Tangier Buildings Gregg's Lane (Off Tangier St)  WHITEHAVEN Cumbria CA28 7UH UNITED KINGDOM , +44 01946693321 ,
Bellshill & District Citizens Advice Bureau,6 Hamilton Road    Bellshill North Lanarkshire ML4 1AQ UNITED KINGDOM , 44 1698748615 ,
Uttlesford Citizens Advice Bureau,Barnard's Yard Uttlesford   SAFFRON WALDEN Essex CB11 4EB UNITED KINGDOM , +44 01799618846 ,
Maldon & District Citizens Advice Bureau,St Cedds House Princes Road   MALDON Essex CM9 5NY UNITED KINGDOM , +44 01621874482 ,
Aberdeen Asset Managers Limited,Bow Bells House 1 Bread Street   London  EC4M 9HH UNITED KINGDOM , 44 2074636000 ,www.aberdeenstandard.com
AXA Investment Managers UK Ltd,7 Newgate Street    London  EC1A 7NX UNITED KINGDOM , 44 02070031000 ,www.axa-im.co.uk
Aberdeen Standard Fund Managers Limited,Bow Bells House 1 Bread Street   London  EC4M 9HH UNITED KINGDOM , 44 02074636000 ,www.aberdeenstandard.com
Legal & General (Unit Trust Managers) Limited,One Coleman Street    London  EC2R 5AA UNITED KINGDOM , 44 02031242000 ,www.lgim.com
Scottish Widows Unit Trust Managers Limited,69 Morrison St    Edinburgh Midlothian EH3 8YF UNITED KINGDOM , 44 3457678910 ,www.scottishwidows.co.uk
BlackRock Fund Managers Limited,12 Throgmorton Avenue    LONDON  EC2N 2DL UNITED KINGDOM , 44 02077433000 ,-
Premier Fund Managers Ltd,Eastgate Court High Street   Guildford Surrey GU1 3DE UNITED KINGDOM , 44 01483306090 ,www.premierfunds.co.uk
Invesco Fund Managers Limited,Perpetual Park Perpetual Park Drive   Henley-on-Thames Oxfordshire RG9 1HH UNITED KINGDOM , 44 1491416032 ,http://www.invesco.co.uk/
Sterling ISA Managers Limited,Tricentre One New Bridge Square   Swindon Wiltshire SN1 1HN UNITED KINGDOM , 44 01793514514 ,-
Royal London Unit Trust Managers Limited,55 Gracechurch Street    London  EC3V 0RL UNITED KINGDOM , 44 02075066500 ,www.rlam.co.uk
BNY Mellon Fund Managers Limited,BNY Mellon Centre 160 Queen Victoria Street   London  EC4V 4LA UNITED KINGDOM , 44 02071635566 ,
Jupiter Unit Trust Managers Limited,Zig Zag Building 70 Victoria Street   London  SW1E 6SQ UNITED KINGDOM , +44 2038171000 ,www.jupiteram.com
Santander ISA Managers Limited,287 St. Vincent Street    Glasgow  G2 5NB UNITED KINGDOM , 44 08003281328 ,www.santander.co.uk
Premier Portfolio Managers Limited,Eastgate Court High Street   Guildford Surrey GU1 3DE UNITED KINGDOM , 44 01483306090 ,www.premierfunds.co.uk
BMO Asset Managers Limited,Exchange House Primrose Street   London  EC2A 2NY UNITED KINGDOM , 44 02076288000 ,www.bmogam.com
MAVORS Investment Managers LLP,1 Vine Street    London  W1J 0AH UNITED KINGDOM , 44 02072927020 ,http://www.mavorsinvest.com/
Five Arrows Managers LLP,"New Court, St Swithin's Lane,   London  EC4N 8AL UNITED KINGDOM ", 44 02072805000 ,www.rothschild.com
Marlborough Fund Managers Ltd,Marlborough House 59 Chorley New Road   Bolton Lancashire BL1 4QP UNITED KINGDOM , 44 01204380060 ,www.marlboroughfunds.com
N.F.U. Mutual Unit Managers Limited,Tiddington Road    Stratford-upon-Avon Warwickshire CV37 7BJ UNITED KINGDOM , 44 01789204211 ,
WAY Fund Managers Limited,Cedar House 3 Cedar Park Cobham Road  Wimborne Dorset BH21 7SB UNITED KINGDOM , 44 1202855856 ,www.wayfunds.com
Virgin Money Unit Trust Managers Ltd,Jubilee House Gosforth   Newcastle upon Tyne Tyne and Wear NE3 4PL UNITED KINGDOM , 44 034556008401 ,www.virginmoney.com
Thompson Taraz Managers Limited,Stanhope House 4th Floor 47 Park Lane  London  W1K 1PR UNITED KINGDOM , 44 2079078777 ,www.thompsontaraz.co.uk
BFS Funding Managers Limited,Lee House  90 Great Bridgewater Street  Manchester  M1 5JW UNITED KINGDOM , 44 1612454977 ,
Hargreaves Lansdown Fund Managers Limited,One College Square South Anchor Road   Bristol  BS1 5HL UNITED KINGDOM , +44 01179009000 ,www.hl.co.uk
Natixis Investment Managers UK Limited,1 Carter Lane    London  EC4V 5ER UNITED KINGDOM , 44 2034056000 ,http://www.im.natixis.com/
AXA Investment Managers GS Limited,7 Newgate St    London  EC1A 7NX UNITED KINGDOM , 44 02070031000 ,www.axa-im.co.uk
Capital Managers LLP,80 Berkeley Street    Glasgow Lanarkshire G3 7DS UNITED KINGDOM , 44 1412222322 ,
Investec Fund Managers Limited,Woolgate Exchange 25 Basinghall Street   London  EC2V 5HA UNITED KINGDOM , 44 02075972000 ,www.investecassetmanagement.com
HBOS Investment Fund Managers Limited,69 Morrison Street    Edinburgh Midlothian EH3 8BW UNITED KINGDOM , 44 3457394959 ,www.halifax.co.uk
Baring Fund Managers Limited,20 Old Bailey    London  EC4M 7BF UNITED KINGDOM , 44 02076286000 ,www.barings.com
James Hay WRAP Managers Limited,Dunn's House St. Paul's Road   Salisbury Wiltshire SP2 7BF UNITED KINGDOM , 44 07715312270 ,www.jameshay.co.uk
Intermediate Capital Managers Limited,Juxon House 100 St Paul's Churchyard   London  EC4M 8BU UNITED KINGDOM , 44 02032017700 ,www.icgam.com
Artemis Fund Managers Limited,Cassini House 57 St James's Street   London  SW1A 1LD UNITED KINGDOM , 44 08000922051 ,www.artemisonline.co.uk
Phoenix Unit Trust Managers Limited,1 Wythall Green Way Wythall   Birmingham West Midlands B47 6WG UNITED KINGDOM , 44 2035679100 ,www.phoenixunittrust.co.uk
Permira Debt Managers Limited,80 Pall Mall    London  SW1Y 5ES UNITED KINGDOM , 44 02076321000 ,www.permira.com
Reliance Unit Managers Limited,Utmost House 6 Vale Avenue   Tunbridge Wells Kent TN1 1RG UNITED KINGDOM , 44 01892510033 ,
Patrizia Property Investment Managers Limited Liability Partnership,166 Sloane Street    London  SW1X 9QF UNITED KINGDOM , 44 02077613361 ,-
Ignis Fund Managers Limited,6 St. Andrew Square    Edinburgh Midlothian EH2 2AH UNITED KINGDOM , 44 01312456600 ,www.aberdeenstandard.com
Bluesky Independent Wealth Managers Ltd,1 Simonsburn Road Loreny Industrial Estate   Kilmarnock Ayrshire KA1 5LA UNITED KINGDOM , 44 01563590037 ,www.wealthatbluesky.com
Cornelian Asset Managers Limited,30 Charlotte Square    Edinburgh Midlothian EH2 4ET UNITED KINGDOM , 44 01312434130 ,www.cornelianam.com
MFM Unit Trust Managers Limited,Marlborough House 59 Chorley New Road    Bolton Lancs BL1 4QP UNITED KINGDOM , 44 01204380060 ,
Charterhouse Wealth Managers LLP,Temple Chambers 3-7 Temple Avenue   London  EC4Y 0HP UNITED KINGDOM , 44 08453190009 ,charterhousewm.com
Butler Investment Managers Ltd,4th Floor 11 Hanover Street   London  W1S 1YQ UNITED KINGDOM ,   ,
Capricorn Fund Managers Limited,"Second Floor, Malta House 36-38 Piccadilly  London  W1J 0DP UNITED KINGDOM ", 44 2073174422 ,http://www.capricornfundmanagers.com/
Leo Fund Managers Limited,27 Hill Street    London  W1J 5LP UNITED KINGDOM , 44 02072909826 ,www.duetgroup.net
SV Health Managers LLP,1st Floor 71 Kingsway   London  WC2B 6ST UNITED KINGDOM , 44 02074217070 ,www.svhealthinvestors.com
CCLA Fund Managers Limited,Senator House 85 Queen Victoria Street   London  EC4V 4ET UNITED KINGDOM , 44 02074896000 ,www.ccla.co.uk
TPI Fund Managers Limited,125 Finsbury Pavement    London  EC2A 1NQ UNITED KINGDOM , 44 2078774102 ,
Wesleyan Unit Trust Managers Limited,Colmore Circus    Birmingham West Midlands B4 6AR UNITED KINGDOM , 44 08003581122 ,www.wesleyan.co.uk
TFC Wealth Managers Ltd,119 Bardykes Road Blantyre   Glasgow Lanarkshire G72 9UH UNITED KINGDOM , 44 1698712233 ,
Charteris Treasury Portfolio Managers Limited,8-9 Lovat Lane    London  EC3R 8DW UNITED KINGDOM , 44 02072209780 ,www.charteris.co.uk
LDC (Managers) Limited,One Vine Street    London  W1J 0AH UNITED KINGDOM , 44 02077583680 ,www.ldc.co.uk
Epiris Managers LLP,Forum St Paul's 33 Gutter Lane   London  EC2V 8AS UNITED KINGDOM , 44 02072144200 ,
AVN Wealth Managers LLP,A V N House 7 Midland Way Barlborough  Chesterfield Derbyshire S43 4XA UNITED KINGDOM , +44 08452179943 ,www.avnwealthmanagers.co.uk
Carne Global Fund Managers (UK) Limited,Tallis House 2 Tallis Street   London  EC4Y 0AB UNITED KINGDOM , 44 2036665259 ,
Strategic Asset Managers Limited,Castle Mews 2 Old Glasgow Road Uddingston  Glasgow Lanarkshire G71 7HF UNITED KINGDOM , 44 08450540433 ,www.strategicassetmanagers.co.uk
HK Wealth Managers Ltd,Forsyth House Lomond Court Castle Business Park  Stirling Stirlingshire FK9 4TU UNITED KINGDOM , 44 01786431760 ,www.hkwm.co.uk
Viking Fund Managers Limited,1 Capitol Court Capitol Business Park Dodworth  Barnsley  S75 3TZ UNITED KINGDOM , 44 01738587555 ,-
Seneca Investment Managers Limited,Tenth Floor Horton House Exchange Flags  Liverpool Merseyside L2 3YL UNITED KINGDOM , 44 01519062450 ,www.senecaim.com
Scottish Friendly Asset Managers Limited,Scottish Friendly House 16 Blythswood Square   Glasgow Lanarkshire G2 4HJ UNITED KINGDOM , 44 01412755000 ,www.scottishfriendly.co.uk
Capital For Enterprise Fund Managers Ltd,Steel City House West Street   Sheffield South Yorkshire S3 8NH UNITED KINGDOM , +44 01142062131 ,www.british-business-bank.co.uk
FSE Fund Managers Limited,"Riverside House 4 Meadows Business Park, Station Approach Blackwater  Camberley Surrey GU17 9AB UNITED KINGDOM ", 44 01276608510 ,
Blyth-Richmond Investment Managers,190 Station Road Cropston   Leicester Leicestershire LE7 7HF UNITED KINGDOM , 44 01162303663 ,
MGA Managers Limited,Craven House 16 Northumberland Avenue   London  WC2N 5AP UNITED KINGDOM , 44 7717343069 ,
Jessop Fund Managers Limited,6th Floor 65 Gresham Street   London  EC2V 7NQ UNITED KINGDOM , 44 08706072555 ,
Dragon Investment Managers Ltd,92 Bowen Court    St Asaph Denbighshire LL17 0JE UNITED KINGDOM , 44 01745530202 ,
Global Aerospace Underwriting Managers Limited,Attention: Sara De Palma Fitzwilliam House 10. St Mary Axe  London  EC3A 8EQ UNITED KINGDOM , 44 02073692791 ,www.global-aero.co.uk
Doughty Hanson & Co Managers Ltd,45 Pall Mall    London  SW1Y 5JG UNITED KINGDOM , 44 02076639431 ,www.dhpep.com
WestBridge Fund Managers Limited,"First Floor The Gatehouse, Melrose Hall Cypress Drive St Mellons Cardiff South Glam CF3 0EG UNITED KINGDOM ", 44 02920546250 ,www.westbridgecapital.co.uk
Antonine Investment Managers Limited,The Hub Beancross Road   Grangemouth Stirlingshire FK3 8WH UNITED KINGDOM , 44 01324478248 ,
Anthemis Capital Managers Limited,5th-6th Floor 44 Great Marlborough Street   London  W1F 7JL UNITED KINGDOM , 44 2036530106 ,
Orion Capital Managers LLP,2 Cavendish Square    London  W1G 0PD UNITED KINGDOM , 44 02071992000 ,
Baobab Investment Managers Ltd,1 Byeways Highclere   Newbury Hampshire RG20 9PA UNITED KINGDOM , 44 02079932328 ,-
TCF Fund Managers LLP,107 Cheapside    London  EC2V 6DN UNITED KINGDOM , 44 02071939704 ,www.tcfinvestment.com
Active Investment Managers Limited,Assurance House 174 Kingston Road Willerby  Hull North Humberside HU10 6LX UNITED KINGDOM , 44 01482659364 ,www.morgan-williams.co.uk
SVGC Managers Limited,6 Kean Street    London  WC2B 4AS UNITED KINGDOM , 44 02034570057 ,www.svgcmanagers.com
Debt Managers (Services) Limited,Debt Managers (Services) Ltd The Heriot Building Dodds Close  Rotherham South Yorkshire S60 1BX UNITED KINGDOM , +44 01709758449 ,www.debt-managers.co.uk
Kevin James Smith Wealth Managers LLP,"21 Glanymor Park Drive, Glanymor Park Loughor   Swansea West Glamorgan SA4 6UQ UNITED KINGDOM ", 44 1792527168 ,
Affiliated Managers Group Limited,35 Park Lane    London  W1K 1RB UNITED KINGDOM , +44 02072906800 ,-
Star Fund Managers LLP,4 Carlton Gardens    London  SW1Y 5AA UNITED KINGDOM , 44 02034781803 ,-
Catapult Venture Managers Limited,Binder House 7 Narborough Wood Park Desford Road Enderby Leicester Leicestershire LE19 4XT UNITED KINGDOM , 44 01162388200 ,www.catapult-ventures.com
Baker Steel Capital Managers LLP,Dover House 34 Dover Street   London  W1S 4NG UNITED KINGDOM , 44 02073890009 ,www.bakersteelcap.com
Tilney Fund Managers Limited,The Observatory Western Road   Bracknell Berkshire RG12 1TL UNITED KINGDOM , +44 1344828000 ,www.tilney.co.uk
Specialty Underwriting Managers Ltd,Cobtree Court Dargate Road Yorkletts  Whitstable Kent CT5 3AD UNITED KINGDOM , 44 7771522283 ,
Lazard Fund Managers Limited,50 Stratton Street    London  W1J 8LL UNITED KINGDOM , 44 02075882721 ,www.lazardnet.com
Apax Partners Europe Managers Ltd,33 Jermyn Street    London  SW1Y 6DN UNITED KINGDOM , 44 02078726300 ,www.apax.com
The 140 Investment Managers Ltd,17 Grosvenor Gardens    London  SW1W 0BD UNITED KINGDOM , 44 02078349797 ,-
Saracen Fund Managers Limited,19 Rutland Square    Edinburgh Midlothian EH1 2BB UNITED KINGDOM , 44 01312029100 ,saracenfundmanagers.com
Frogmore Real Estate Partners Fund Managers Ltd,11/15 Wigmore Street    London  W1A 2JZ UNITED KINGDOM , +44 02070166025 ,
Oakley Investment Managers LLP,3 Cadogan Gate Chelsea  London   SW1X 0AS UNITED KINGDOM , 44 02077666911 ,
Alliance Fund Managers Limited,"2nd Floor, Exchange Court 1 Dale St  Liverpool  L2 2PP UNITED KINGDOM ", 44 1512364040 ,www.msif.co.uk
Miton Trust Managers Limited,Miton Trust Managers Limited 6th Floor Paternoster House 65 St. Paul's Churchyard London  EC4M 8AB UNITED KINGDOM , +44 2037141500 ,www.mitongroup.com
Plurimi Investment Managers LLP,Trafalgar House 11 Waterloo Place   London  SW1Y 4AU UNITED KINGDOM , 44 2074843343 ,
St Brides Managers LLP,5 St. Bride Street    London  EC4A 4AS UNITED KINGDOM , 44 02070781961 ,http://www.stbridesmanagers.com/
Coach House Investment Managers Limited,White House Church Lane Sparsholt  Winchester Hampshire SO21 2NJ UNITED KINGDOM , 44 01962453002 ,www.coachhousegroup.co.uk
NEL Fund Managers Limited,", Unit 4 Enterprise House Kingsway Team Valley Trading Estate Gateshead Tyne and Wear NE11 0SR UNITED KINGDOM ", 44 08451111850 ,www.nel.co.uk
Notion Capital Managers LLP,91 Wimpole Street    London  W1G 0EF UNITED KINGDOM , 44 7887714814 ,http://www.notioncapital.com/
Centurion Portfolio Managers Limited,33 St James's Square    London  SW1Y 4JS UNITED KINGDOM , 44 02070795850 ,-
BMO Managers Limited,Exchange House Primrose Street   London  EC2A 2NY UNITED KINGDOM , 44 02076288000 ,www.bmogam.com
Family PEP Managers Limited,17 West Street    Brighton East Sussex BN1 2RL UNITED KINGDOM , 44 01273725272 ,www.onefamily.com
Sector Investment Managers Ltd,67 Grosvenor St    London  W1K 3JN UNITED KINGDOM , 44 02072837711 ,www.sectorinvestments.com
Private Healthcare Managers Limited,Wessex House Upper Market Street   Eastleigh Hampshire SO50 9FD UNITED KINGDOM , 44 02380617400 ,
Clarendon Fund Managers Ltd,8th Floor City Exchange 11-13 Gloucester Street  Belfast  BT1 4LS UNITED KINGDOM , 44 02890326465 ,-
Riverside Capital Fund Managers Limited,11 Berkeley Street    London  W1J 8DS UNITED KINGDOM , 44 2072974480 ,www.rivercap.co.uk
Aberforth Unit Trust Managers Ltd,14 Melville Street    Edinburgh Midlothian EH3 7NS UNITED KINGDOM , 44 01312200733 ,www.aberforth.co.uk
LIG Marine Managers,New London House 6 London Street   London  EC3R 7LP UNITED KINGDOM , - 0442071019395 ,www.liginsurance.com
RSG Underwriting Managers Europe Limited,62 Cornhill 1st floor   London  EC3V 3NH UNITED KINGDOM , 44 1302303619 ,
